GENE_NAME	human
SLC23A1	0.18
TP63	0.32
NPAS2	15.14
KISS1	0.0
LONRF2	4.88
PFKFB3	10.85
TMC7	0.57
CACNG3	0.0
ALPK1	2.15
CDH2	186.6
IRX2	4.72
SIX2	0.39
DLGAP1	0.04
NUDCD2	4.12
LLGL2	0.71
IRF2BP1	4.52
HSPA4	36.85
FOXA3	0.0
SLC26A5	0.02
SGCD	34.74
RNF34	13.87
PDE8A	7.42
TRABD	3.48
MURC	26.22
ZNF296	0.03
HOXB9	0.0
TTLL6	0.0
POLH	1.92
SYT9	0.13
CLCN4	14.45
KCNS3	1.13
KIF5B	89.16
GPR37	0.04
AKAP13	84.68
CDCA4	1.03
SDR16C5	0.06
DYDC1	0.0
CHCHD7	25.24
HTRA3	19.33
NLE1	0.92
FOXN2	6.15
BFSP2	0.0
FSHR	0.03
CEL	0.64
PPM1D	5.22
KBTBD2	20.19
MINA	7.49
KIAA0232	32.4
MTSS1	13.21
TMEM43	21.09
RNF139	15.65
RPS9	266.84
CYTL1	0.27
FNDC8	0.0
TRH	0.0
MSANTD4	11.06
OSCAR	0.3
PAQR8	2.06
TANC2	1.73
PKHD1	0.03
PRKCDBP	10.99
DCDC1	0.04
HAS2	1.74
KDM5A	5.06
PDGFD	13.41
DDI1	0.06
HS6ST2	0.43
PYGO1	2.4
LRRC8E	0.28
PKIA	178.96
ADAM11	2.78
OR13H1	0.0
FEZ2	37.05
ALK	0.0
NIPAL3	15.41
PPP2R3A	70.52
MTM1	6.67
INSR	21.54
MFN1	25.52
GIMAP8	9.56
NRTN	6.15
KCNMB3	0.48
KCNG3	0.0
PRKCE	2.89
OR2K2	0.17
JAGN1	10.68
TADA3	17.22
SOCS5	9.35
MORN4	5.03
ZNF672	10.11
ZNF692	3.62
ABCB11	0.07
NAIF1	1.98
RBKS	1.92
GRIK1	0.0
TRIM8	27.27
DHRS9	2.25
NETO2	1.45
SCAND1	8.23
LRG1	0.16
SHCBP1	0.85
CD5L	0.88
SOSTDC1	0.22
NPTX1	0.0
GAA	11.27
CANT1	8.91
KCNK3	0.86
CHST11	1.76
CHD7	4.48
PTGS2	0.67
LURAP1	2.17
CLCN5	0.89
KCND3	9.81
KRT9	0.0
PDE7B	3.31
KRT20	0.0
GLOD5	0.0
KSR2	0.0
MCC	8.31
ZBTB26	1.5
MAP3K13	5.92
DSEL	1.01
POLR1C	5.76
ASXL1	11.18
DLK2	0.32
ZNF318	4.43
WIPF2	4.82
HOPX	11.59
ST6GAL1	29.43
LRRC8C	8.02
MROH2B	0.0
OR1N2	0.0
COL24A1	0.23
ETFDH	153.42
RXFP1	0.05
LPAR3	4.76
PTGER4	2.96
OTP	0.0
ECEL1	0.03
BCL2L1	35.98
FGG	0.6
AP2B1	43.94
PICALM	72.02
FGB	0.33
PLRG1	19.83
DNAI2	0.0
NMUR1	0.1
CLSTN1	26.9
NSF	6.36
PIK3CD	1.03
SLC25A33	4.86
ENC1	2.15
SPSB1	4.58
P2RY6	0.55
S100Z	0.07
GPR82	0.08
GPR34	7.98
ATF7IP	12.28
RGS19	2.67
TCEA2	13.89
ANO5	37.58
HDAC3	19.54
C1orf111	0.16
GPHN	6.95
VAT1L	12.15
CLASP1	19.81
TMEM51	1.29
CAMTA1	99.05
LGALS4	0.05
LRRC34	0.89
PAH	0.0
SPATA5L1	3.62
GATM	10.47
NXNL1	0.03
RASGRP4	0.43
MRPS34	22.09
NHLH1	0.03
SLFNL1	0.09
BCL2	3.28
RHNO1	2.52
CTPS1	4.5
KNDC1	0.01
METTL18	3.11
COL8A2	0.63
NOTCH3	13.44
PCDHB1	0.0
ANGPTL7	0.92
FBXL14	1.7
EXOSC10	13.25
MLLT3	5.59
TRAPPC12	25.99
RNMTL1	8.99
PTEN	22.58
PRNP	134.89
ADRA1D	0.01
PPP2R2C	4.66
FRMD5	4.53
AQP4	5.0
TLN2	9.91
ZNF217	3.97
SCG2	0.15
ATPAF2	11.04
CYP4F22	0.0
FOXB1	0.0
PPIH	10.25
C20orf196	2.99
JMJD1C	13.7
SYNPO	192.15
THOP1	7.49
GAP43	0.27
EPHX4	0.2
LAMB2	162.33
USP19	13.38
QARS	52.4
TAC1	1.07
CDHR2	0.02
KLF11	14.91
LRRC15	0.17
EIF2AK3	5.99
MOB3A	4.92
NME6	5.25
CD8B	0.1
CALB2	0.36
SNCB	0.1
SLC9C1	0.16
FRMD3	44.51
SNTB1	2.29
MTBP	0.56
MALT1	8.63
ISG20	1.27
TSG101	50.02
MBOAT1	2.3
ID4	5.0
GPR22	17.94
CXCR6	0.7
CEBPB	26.43
ATOH1	0.0
C5orf34	0.44
NEGR1	10.24
DPAGT1	8.42
BSG	440.45
HINFP	3.8
OR10V1	0.0
CERS6	47.47
ATP2A3	1.31
SPTLC3	3.03
B3GALT1	0.05
OR5A1	0.0
POP7	10.58
ALG14	0.48
CA12	0.15
SUCLG2	59.72
STARD5	1.04
CSDC2	38.38
IL16	1.69
ABCG4	0.25
GNB2	38.92
CCDC11	0.07
FAM195A	21.63
MGLL	35.98
C2CD2L	3.5
GNG12	33.03
PRSS27	0.16
MYOZ2	688.63
SYNPO2	62.01
DNAJB7	0.03
NTN4	30.91
EFCAB3	0.0
TTC36	0.31
RSPH9	0.29
GTPBP2	10.25
IL17D	4.08
OR5AR1	0.0
FUT9	0.0
BCS1L	11.37
ZNF24	21.6
MANEA	4.57
AFF1	32.4
ACOT12	0.03
FIBP	17.94
CARNS1	2.93
NUAK1	13.72
BANP	2.57
PPP1CA	37.76
HCFC1	8.1
FAM170B	0.0
CTSW	0.66
NIPAL4	0.03
SNTG2	0.2
FNDC9	0.09
PDE3A	77.36
ZNF263	6.7
DPP8	18.54
RASGRP1	0.32
KLHL6	0.74
CHCHD1	24.18
MRPL52	34.7
SMPDL3A	4.45
RAD9A	1.38
EFEMP2	22.96
TMEM134	15.16
SLC24A1	1.11
ZMAT3	7.51
ZFAND4	7.2
THEMIS	0.07
MOS	0.0
CORO1B	5.05
FUT10	0.9
LRRC20	19.73
ZNF532	21.24
MUS81	8.94
PURG	0.11
EFCAB12	0.15
SCARF1	2.62
FAM192A	28.53
RAB43	0.46
FADS6	0.02
RAB37	0.53
SNX32	0.06
CYP7B1	1.82
OVOL1	0.0
LMAN1	33.19
CES4A	2.8
PDP2	0.95
KRT2	0.0
METAP1D	1.96
EGFL7	16.14
PTPLAD1	5.81
DHCR7	10.03
AQPEP	0.35
NBEA	13.72
MRGPRF	1.21
OXSR1	17.24
IPCEF1	0.28
LCLAT1	12.62
KAT5	14.69
GXYLT2	6.88
DCAKD	10.33
ARPP21	0.0
ZZEF1	9.48
CCDC96	0.32
RELA	15.91
EVC2	0.62
FAM222B	7.43
RXFP4	0.0
HPSE	0.61
NOX3	0.02
COQ2	15.53
CCDC63	0.04
LRRN3	3.78
KDM2A	13.2
ADCK5	0.78
NOC3L	4.65
RHOD	18.95
RAPH1	5.95
ADCY5	52.25
ABCD2	3.44
AHSA2	6.52
ABLIM3	55.7
CX3CL1	9.32
SLC12A1	0.11
MAB21L3	0.04
VANGL1	2.3
IQCB1	5.59
SYT12	0.06
GOLGB1	19.92
C11orf86	0.0
LIPM	0.02
GPR151	0.02
DMRT2	0.02
C19orf10	15.57
PLAC8L1	0.12
GPR137	7.4
SNCG	6.8
MMRN2	20.12
TNKS	9.02
PPP1R3B	35.02
ANO8	1.56
STOX2	3.64
MAP3K11	6.93
TRIB1	7.6
SFT2D3	0.0
C1QB	64.65
C1QA	45.14
NDNF	3.11
TUBE1	16.09
DAG1	50.29
INSM1	0.01
NAA20	46.9
CCDC36	0.41
ARHGEF10L	12.2
EHBP1L1	19.97
TMEM196	0.01
SSSCA1	12.48
AGR3	0.0
PTPRM	58.27
TXK	0.43
VEGFB	136.78
PEAK1	18.73
MST1	0.35
GMPPB	3.24
MOB1B	7.66
SNX33	4.14
C2orf70	0.07
NABP1	2.53
WSCD2	0.48
GPR113	0.01
XCR1	0.09
CCDC106	4.86
CCR9	0.02
CCDC41	5.44
PC	1.54
KCNQ2	0.0
SCAI	1.42
GPRC6A	0.0
LRFN4	1.54
TRAPPC3L	0.25
SLC19A1	0.85
HSPB7	1444.7
RCE1	1.6
TAS1R1	0.04
TACR2	2.3
CXorf23	2.75
PSMD1	50.57
GPR64	0.36
MUC13	0.0
SUSD5	1.92
HEG1	38.12
WFIKKN2	0.03
C1orf100	0.0
CD7	0.06
TOPAZ1	0.0
CNP	11.28
JUP	52.14
HAP1	0.02
SPATA20	17.78
TDRD12	0.04
ENDOV	1.98
RNF213	13.68
KCNH6	0.0
MARCH10	0.0
PLK3	1.26
DPY19L1	12.17
SRI	31.63
PHOSPHO1	0.03
PHC3	7.44
GPR160	1.77
CBX2	0.75
SPTBN2	0.38
GOLIM4	33.59
KRT28	0.0
C1QTNF1	42.66
EIF4G3	16.53
SWSAP1	0.36
SLCO4C1	0.09
LRRC63	0.04
TCAP	757.28
CCS	5.4
NUP37	9.5
NRROS	0.76
KLHL15	4.06
FBXO45	4.72
SPERT	0.0
FAM46D	0.0
SLC25A30	113.62
CD34	58.01
CTSF	30.94
MSRB3	51.55
SEMA3A	0.51
C16orf91	5.07
FAM174A	12.06
RGMB	10.65
FAM53A	0.26
KIAA1239	0.04
CYB561D1	1.56
GTSE1	0.25
ZDHHC24	2.19
TRMT10C	18.49
SELP	3.24
CTU2	2.8
MGA	4.65
C12orf66	1.57
SNX31	0.07
PRPF8	39.34
SEMA3C	16.14
DDX23	15.49
ZNHIT2	1.78
EVX2	0.01
ZBTB4	23.02
ZHX3	7.59
PHLDA3	7.26
SLC16A11	0.15
SLC16A13	0.51
CHRNA9	0.01
EXO1	0.14
RALGAPA1	7.78
ACAT1	245.56
LIG4	6.47
TRHR	0.02
ABRA	88.03
ATP2A2	1009.06
ZWILCH	1.17
VWC2L	0.0
GRAMD4	9.74
GALNTL6	0.02
LINGO2	0.02
DENND4A	5.49
SLC26A9	17.13
MFSD4	0.97
PELI3	2.68
CACNA1G	0.11
CELSR1	2.08
TTC9B	0.05
MYO1H	0.19
TMEM81	1.45
IL20RB	0.14
NPAS4	0.01
WNT8B	0.0
ANGEL2	7.47
UGT8	0.03
KY	3.11
IQCK	4.52
SLCO2A1	6.08
BRSK2	0.22
LEP	1.1
SH3PXD2B	3.64
KIAA1551	9.09
NR1D2	26.48
RPL15	346.69
C4orf32	8.71
HRAS	14.29
WDR49	0.48
SRP72	20.96
SLC25A40	8.64
PCP2	0.28
CEP135	1.47
FZD4	20.08
DENND6A	7.77
PDE12	4.58
TIMM21	62.86
CATSPERD	0.0
ADD2	0.69
C3orf33	3.7
SEZ6L2	0.13
ASPHD1	0.14
KCTD13	1.71
P2RY14	4.55
AMZ1	0.06
GPR171	0.37
GPR149	0.0
FGF4	0.0
CD164L2	0.0
FUT1	1.06
DHX36	20.23
FBXW8	2.16
CA5A	0.05
KLC2	10.68
SLC22A1	0.17
RASAL2	18.12
CHST2	1.25
ZDHHC14	4.65
ATR	3.72
GK5	3.7
VCPIP1	5.23
RTP1	0.0
DES	4846.15
VPS9D1	2.75
SPSB4	1.43
RAG2	0.0
TRAF6	4.56
PACS1	22.67
WFDC5	0.0
SH3BP5L	4.97
YPEL2	10.74
CADM2	1.02
PSMD2	75.8
PPM1E	0.4
INHBC	0.02
PCCA	24.94
TNFRSF12A	7.83
MARK3	61.18
NPPA	407.55
ZNF408	1.77
CKAP5	25.55
ARHGAP1	29.06
MED16	4.57
ATG13	16.63
GAL3ST3	0.32
CHST1	0.76
SLC25A3	838.52
VWA3A	0.19
TP53I11	13.55
DOLK	3.48
PHYHD1	10.52
ANKS4B	0.0
FNDC3B	22.42
GRAMD2	0.03
ISX	0.0
TMEM9B	41.16
NRIP3	0.56
SCUBE2	1.11
FOSL2	39.7
SMAD2	36.05
CLTB	79.09
LPL	254.77
RFESD	1.75
TBC1D10C	0.23
PPP2R2D	17.95
MCTP1	3.12
OR52W1	0.0
DPP10	0.0
CACNG4	0.01
GPR152	0.0
UBQLNL	0.08
UBQLN3	0.01
LIPT2	0.98
KCNE3	0.99
CABP4	0.23
LONRF3	0.54
UCP3	0.71
FRYL	10.13
UCP2	15.35
P2RY2	3.98
SUGCT	3.47
CCDC85B	12.71
TMEM131	12.93
TMEM70	22.92
RPS6KB2	8.4
RMI2	0.7
TOM1L2	68.12
GPR156	0.03
B3GNTL1	1.83
FSCN1	3.12
NR2F1	0.31
AURKAIP1	52.25
TTLL11	2.08
PRIMA1	1.95
MOCOS	0.32
MSRA	15.98
CTDNEP1	44.48
ETV4	0.15
GAPT	0.62
BAIAP2	8.76
CREG2	0.19
DLX6	0.0
PLD1	22.13
ZDHHC21	3.82
TSPEAR	0.16
PLEKHF2	7.44
ARL4D	3.77
DOK7	5.0
LRRN1	0.21
UBE2O	4.91
ORAI3	2.83
KLHL38	29.5
UNC119B	6.85
DENND2C	1.66
PLEKHD1	0.01
ASCL3	0.0
TUBB6	37.57
LYSMD3	11.56
AMIGO3	0.26
B3GALT6	3.85
C11orf16	0.0
TMPRSS7	0.0
JAKMIP2	0.21
TPRN	2.66
ZNF683	0.0
AIM1L	0.0
DLG1	17.02
IP6K1	7.23
SSNA1	15.34
CHMP6	5.96
MC5R	0.0
TMEM39A	5.65
TCP11L1	2.63
GPX2	0.1
CCDC57	1.99
HSF5	0.0
BNIP3	113.04
ENTHD1	0.0
MYPOP	3.94
LRRTM4	0.1
ATAD5	0.45
SMIM19	29.32
OR11H6	0.0
RTTN	5.26
ANAPC2	4.75
SEC31B	1.64
SLC35G1	1.36
ZSCAN2	2.11
SART3	9.22
B3GNT4	0.3
HSD11B2	0.04
CRLF3	3.11
RNPEP	9.75
DMRTA1	0.27
ARHGAP15	3.89
DNAJC30	5.21
VPS37D	0.86
SYNE3	1.86
CLK2	7.14
LPCAT4	17.38
SLCO3A1	25.06
PAX2	0.0
DIRAS1	53.51
PHLDB3	0.57
GNG7	10.25
KIAA2018	5.25
OR4C3	0.0
MAP3K9	0.48
EXOSC7	20.31
CNTD1	0.28
CNBD1	0.0
KBTBD11	2.52
B3GNT5	1.82
MAP3K19	0.02
LMNB2	2.93
RMDN1	41.91
HORMAD2	0.0
KIFAP3	23.24
MYO1D	4.35
FOXL1	0.57
FOXC2	0.51
BDNF	2.07
ACSF3	5.23
BOK	1.93
PFN4	0.11
CDK5R1	0.4
TCERG1L	0.0
NCKAP5	0.95
RUFY1	10.75
MCM6	3.28
VSIG10	3.41
IRX5	3.9
METRNL	13.45
GRIN1	0.0
PXMP2	18.04
REXO2	109.9
OR51T1	0.0
MAMSTR	0.85
C8G	0.09
EFCAB5	0.02
GCNT4	0.11
MUC20	1.07
SHMT1	5.39
DPP7	21.79
SEC24C	20.94
FMR1NB	0.0
SMCR8	3.56
MTHFR	8.44
MTX3	3.21
FBXO46	2.54
ZDHHC13	5.1
SLC38A9	2.99
ACER2	2.16
WDR73	5.47
POLE	2.14
FAM109B	2.22
SCN4B	6.03
PTPN23	5.42
ZDHHC22	0.0
ZBTB34	2.32
ULK1	11.24
MLH1	26.08
RIMKLA	4.71
CLVS1	0.25
RPS6KA3	15.36
B3GNT8	1.3
PUS1	1.77
SPACA4	0.0
TRIM72	0.44
KCNA3	0.08
GJD4	0.0
KCNA2	0.13
TOP3A	4.15
CASKIN2	6.65
ZBTB38	41.77
C10orf71	40.55
LRRN4CL	1.62
TIMM22	8.19
PPFIA3	1.75
KLHL20	7.53
UBE2U	0.34
PAWR	5.48
TGIF1	6.65
MIEF2	3.39
NIM1K	0.36
C8orf47	2.09
RGS11	1.58
NR2C2	6.64
OLIG3	0.0
PTRF	64.78
RBM44	0.06
ZBED2	0.0
IRX3	11.67
SLC46A1	1.36
ST8SIA3	0.0
OR2B11	0.0
RABEP2	3.19
NHLH2	0.0
ATOX1	34.18
FAM187B	0.0
SAMD12	2.54
PLXNA2	3.85
JUN	24.81
PGBD5	3.37
GBA	7.89
ACAD9	13.72
MBOAT4	0.0
C2orf57	0.0
AGTRAP	5.27
NAALADL2	1.29
ANKRD13A	11.42
FAM20C	7.18
PVRL3	2.95
KIAA0195	11.36
FLII	55.84
SOX12	3.51
HNRNPA0	25.24
YIPF7	0.23
MYOZ1	0.96
ZNF518A	3.68
TMEM187	1.23
CCDC23	12.14
C12orf68	0.7
ZBTB41	3.28
CAPZA3	0.0
MAMDC4	0.68
BAIAP2L1	1.5
TRAF4	1.0
IMP3	13.43
ODF3B	3.02
C2orf73	0.0
PAG1	3.69
DMAP1	8.12
FAM26E	1.8
ALS2CL	4.64
MLF1	105.35
PRSS42	1.26
NDUFAF3	64.62
GPATCH1	2.49
C2orf69	7.32
GRAMD1C	1.87
STAP2	1.12
TSSK6	0.2
DALRD3	4.24
ZNF518B	8.92
AMER3	0.0
ZNF366	3.08
LCORL	2.39
PARD6G	1.33
ZC3H12D	0.3
NT5C2	26.82
PLEC	25.13
SH2D4B	0.01
RNF212	0.29
PRSS36	0.58
GALNT11	12.35
SLITRK1	0.0
MCAM	26.19
WDR6	16.49
TMPRSS9	0.08
AQP11	0.71
TMEM11	14.24
KCNG2	0.07
SHISA3	12.62
GPC4	6.55
CALML3	0.0
PLEKHM3	3.05
C1orf65	0.0
FAM220A	14.32
DNAJC22	0.0
NEUROG2	0.0
MBNL3	13.74
BEND3	0.48
NT5DC1	16.92
GLDC	0.08
MCMDC2	0.83
P4HTM	4.78
UCN3	0.0
KLHL11	1.25
CAMSAP3	0.17
AMBN	0.0
CA8	2.22
CD28	0.77
EPM2AIP1	11.37
ERBB4	2.86
MAF	4.73
CTNNBIP1	22.04
OTOS	0.0
ERN1	2.35
GPR35	0.09
C10orf53	0.0
CSRNP3	0.99
PARP10	2.17
KDM7A	4.88
XAB2	4.76
SUZ12	9.13
KCTD12	31.36
GRINA	39.61
THBD	10.03
FAM132B	0.04
FAM219B	24.3
CPNE7	0.04
RIIAD1	5.0
MPI	15.85
OPLAH	7.12
TMEM139	4.08
RNF186	0.0
MSC	1.66
APOLD1	27.26
FAM101A	0.08
DPY19L3	2.74
NMRK2	112.98
FOXE1	0.0
PFAS	2.52
HYI	7.58
C17orf62	6.57
GAK	4.83
ZBTB7A	5.68
DGKD	5.03
C1orf173	0.01
RMI1	2.43
CTC1	4.56
SNX18	7.21
EXD1	0.01
CTTNBP2	0.77
TAS1R2	0.0
C14orf39	0.0
KLHDC7A	0.0
RRS1	6.27
EXOC3L1	0.89
RCC2	5.4
ACTL6B	0.0
CYC1	188.26
PER1	31.8
RARB	9.87
TMTC2	1.98
FARSA	10.76
C10orf67	0.17
SAMD4B	18.16
ALOXE3	0.0
EDC3	5.02
TCAIM	21.83
TOP2B	46.38
TMEM125	0.05
CALR	171.19
LDLRAD3	1.8
CDH4	0.04
C2orf71	0.2
TM9SF3	38.72
GADD45GIP1	29.99
DAND5	1.86
TMEM151A	0.01
PTPN11	54.52
NSUN7	0.45
CLK3	12.51
ETV1	14.65
GATA2	5.2
ARID3B	0.4
PACS2	11.91
EGR3	0.73
C1orf101	0.11
GPC5	0.66
VWA1	5.39
DNAJB8	0.0
GEMIN4	3.26
FJX1	0.84
KLHL28	3.63
ZBTB18	12.83
C14orf28	5.06
ALOX12B	0.0
SLC17A8	0.01
SHARPIN	12.53
PPP1R12B	277.64
DNHD1	1.17
SLITRK4	1.25
HTR1D	0.01
GCC1	2.83
LSMEM2	11.79
RNF151	0.0
CIITA	1.44
ZFPM1	0.77
PLD6	1.9
DNAJC10	24.95
GPHB5	0.0
GRM8	1.82
CDC42EP4	29.01
ZBTB42	1.52
TPPP2	0.24
FCER1A	0.4
RPRML	0.18
ARL14	0.0
PIPOX	0.16
FOXS1	0.42
ATOH7	0.05
CDH5	33.37
LRRC3B	0.08
IL4R	5.4
SERTAD2	6.5
AKAP5	0.25
GIPC3	1.85
CITED4	4.57
C1orf194	0.0
B3GNT3	0.02
GPBAR1	0.77
PAK3	0.07
BBS10	6.17
PUF60	28.36
TSHZ1	5.91
PSTK	1.29
CAPN6	0.03
ZADH2	18.39
ZNF48	1.46
C3orf80	0.1
NKX2-6	0.0
TMEM150B	0.47
TMEM86B	0.56
SEPT1	0.4
TRNAU1AP	7.12
DCX	0.05
C12orf40	0.03
FAHD1	21.45
TDRP	1.49
MYLPF	0.0
F2	0.03
PRKRA	38.47
ZNRF2	5.37
RRH	0.08
SLC9A4	0.0
FGD6	2.56
GPR144	0.0
GPR139	0.0
PLD5	0.07
SPAG6	0.0
OAZ2	55.31
PNPLA1	0.02
ALX1	0.02
CCDC43	16.05
KCTD4	0.01
FZD2	0.38
TIGD2	0.82
CCDC129	0.01
EXOSC5	2.81
HCLS1	14.17
MTURN	12.6
ZNF609	4.7
CCDC66	5.2
MCFD2	24.49
HARBI1	1.22
DYNC1I2	42.34
SERTM1	0.67
GAS1	9.4
HMHA1	1.95
GLIPR1L2	1.47
FAM73A	5.39
NRIP1	7.04
APBB1IP	2.27
BHLHA15	0.04
RNF182	0.05
FUT7	0.05
MB21D2	1.49
GSX2	0.0
SSTR2	0.96
PCGF5	47.42
SLC47A2	0.0
YOD1	3.75
TMEM64	8.1
SHISA2	0.08
S1PR5	0.1
FAM76B	4.51
CLRN3	0.15
GPR157	6.56
CHST13	0.11
AGTR2	0.22
SLC36A4	5.91
ZDHHC20	6.13
OR51E1	1.93
ARSJ	0.37
SIRT6	1.96
BHLHE22	0.1
MAP6D1	0.97
GREM2	0.01
C11orf42	0.06
TYR	0.0
CAPS2	5.09
CUEDC1	18.58
SCRIB	4.33
KCTD2	12.69
D2HGDH	2.86
OXTR	0.16
CMTR2	5.82
FAM83H	0.11
GPR62	0.09
POLD3	3.08
ST20	1.54
OR52E4	0.0
MRPL14	18.48
GPR137C	0.5
ACTN2	656.28
BBS12	5.71
LSMEM1	1.59
NQO1	11.01
FKRP	5.57
TRAPPC5	20.91
CAPZB	114.16
RPH3AL	1.5
SLC25A42	6.15
FCRL6	0.37
SLC26A11	0.99
CHRM2	31.61
MAPK15	0.02
EHMT1	8.44
ADIPOQ	3.62
F2R	11.78
MUC16	0.01
PENK	0.33
C4orf50	0.0
ZNF746	2.73
POLR2A	18.36
NAALAD2	0.66
TMEM132C	1.64
SLC25A41	0.09
TMEM136	5.06
TMEM102	0.88
TMEM132E	0.02
NME9	0.29
HEPHL1	0.0
FAM211A	1.42
JADE1	15.33
OFCC1	0.0
CCDC108	0.02
OGFOD3	4.81
AATK	0.82
ZNF467	1.38
SLC25A43	2.11
SOX2	0.17
RAP2B	2.22
ZBTB2	3.08
ACBD4	1.0
SGSH	3.29
UBE2A	52.19
MAB21L2	0.03
FANCB	0.18
SETD2	10.25
TMIE	0.12
MEX3D	1.93
FGFR1	31.12
GPR135	0.62
P2RY13	1.09
TNFSF15	0.04
ATG9B	0.43
GPR88	0.16
PLAG1	2.1
YIPF6	17.08
ZBTB20	4.6
C3orf58	5.03
C5orf30	2.24
AMIGO1	5.74
TMEM252	1.72
ODF3L2	0.06
OR5AS1	0.0
SMC1B	0.0
SIAH2	9.62
OR6S1	0.0
SLC9A9	3.2
LSM10	28.88
RELL1	6.28
RFX7	3.69
SLC35C1	3.27
TTC22	0.12
FBLN1	68.33
TIGIT	0.06
SLC2A4	41.1
IBA57	2.59
CLDN7	0.51
C5orf24	14.94
ADO	12.01
OR4P4	0.0
ITGA8	4.3
PRKAG1	54.17
NEUROG1	0.0
CCDC149	5.33
RTKN2	0.01
CHST15	1.86
CST7	1.41
USH1G	0.0
MGAT4C	2.31
IDH2	323.44
TMEM259	19.3
TMEM30B	0.42
MAP2	5.24
DEXI	39.17
FAM89A	6.55
KCNIP1	0.29
TDRKH	2.02
IST1	36.47
ERCC6L2	9.43
ENPP7	0.0
CREB3L2	6.1
P2RY8	0.78
UNC5C	0.72
TSEN54	1.89
RGMA	7.57
UBA7	5.91
RAD51B	1.49
EXT1	8.41
MOB2	12.58
HHIPL1	0.33
BACE2	7.36
UBE2E2	21.73
SYNM	140.88
ARAF	29.22
KCNA4	1.99
NLRP10	0.0
FIGN	2.29
TMIGD1	0.0
MCCC1	19.41
GLTPD2	0.02
ZNF804B	0.0
LAMP3	0.08
KBTBD3	2.62
YBEY	10.6
NXPH4	0.71
FAP	0.99
OTOL1	0.0
KCNK4	0.03
TSHZ2	1.22
CAPN12	0.1
XKRX	0.03
LHFPL1	0.2
PHTF2	15.73
NEBL	318.77
FES	2.63
TBPL2	0.0
CAV3	10.81
LIMK2	3.51
MFSD5	8.54
ADI1	79.45
ACER3	4.85
CLEC4G	1.58
NXPH3	1.07
CSF1R	7.46
EPHB3	0.16
ACTL10	0.04
EPGN	0.23
UBE2K	28.79
HS3ST4	0.0
TRAK1	105.89
TSPAN10	0.59
PLCB1	3.07
SKA2	24.54
RXFP3	0.01
CCDC172	0.0
PIK3C3	12.64
NTM	1.48
TTC3	13.79
KCNB2	0.0
BRICD5	0.51
TSKU	4.88
RGS6	9.53
HOXB4	0.32
SLC35D3	0.01
PAQR7	0.95
PAPPA	0.73
MAFA	0.2
GRID1	1.08
C12orf5	8.86
CCDC87	0.03
C1orf116	0.31
DDX28	3.36
ACBD3	16.34
PLCXD3	51.95
VMO1	0.21
TULP3	3.52
LCK	0.3
GALNT9	0.0
RBM10	6.38
GPR97	0.44
TCHHL1	0.0
RGS7	0.0
SYNJ2	3.75
SLC25A18	2.38
C11orf54	19.12
CEP63	22.06
OTOP3	0.0
ODF3L1	0.1
GJC1	8.92
SOX1	0.0
CNOT10	6.76
MTA1	24.36
CADM1	12.48
PYCR1	0.69
LSMD1	16.62
PPP2R5C	93.54
SLC25A21	0.58
PCP4	3.57
ABAT	4.29
CAMK1D	1.7
RBFOX1	25.92
LYSMD4	3.2
WBP2NL	0.06
NKX2-5	39.59
AFMID	14.19
GAS6	69.4
FREM3	0.01
BEGAIN	0.2
FAM43B	0.68
CSMD1	0.03
CALHM3	0.0
PTGDR2	2.05
CEP57L1	3.82
FANCF	1.31
GABRR3	0.02
C2CD4C	0.46
EDN1	3.15
CTD-3193O13.9	0.0
DDX41	7.65
ABHD16B	0.75
CCDC60	0.01
CCBE1	1.23
MLLT10	8.17
ZNF623	3.38
CCDC125	1.74
C15orf60	0.72
BCOR	4.84
JRKL	2.85
C10orf107	0.34
OVCH2	0.0
SYNDIG1L	0.02
FHL3	5.48
PMCH	0.0
TMEM89	0.04
C19orf71	0.11
CCDC159	4.54
RIPK4	0.01
ADCYAP1R1	1.71
LRIT3	0.01
GRIN2A	1.59
URAD	0.0
ASB7	2.98
SH2D7	0.04
GPR132	0.77
FGF20	0.0
MEX3B	0.91
FAM46C	3.63
COA5	18.68
UTP11L	27.07
PSMG1	16.52
PRR14L	3.47
ACSM5	0.59
C10orf120	0.0
FOLR4	0.0
PCBP3	0.41
P2RY10	0.06
PGPEP1L	0.64
ZNRF3	1.96
FBXL7	13.38
GKN2	0.0
FAM167B	3.08
MRPL54	23.16
ITM2A	76.05
ZNF438	8.79
HMCES	18.3
CCR3	0.0
RP1L1	0.06
C11orf88	0.03
MARCH11	4.2
KLHL25	0.98
NRD1	77.67
FAM19A1	0.05
GPR1	0.51
FAM101B	10.71
EFHC2	11.55
NOG	0.13
OPCML	0.25
CMTM4	4.28
TMEM50A	48.23
NPBWR1	0.04
CBX6	6.76
MACC1	0.05
TBL3	6.12
PAPL	0.06
KREMEN1	17.98
TRAIP	0.35
CHEK2	1.49
FOXL2	0.02
KCTD16	0.02
B3GALT5	0.01
ZNF703	11.91
SLC35F3	0.0
TUBA8	56.48
EMILIN3	0.72
TNRC6C	3.65
OLFML1	4.9
CCR4	0.18
ANKRD45	0.1
MAATS1	0.34
CBFA2T2	2.93
FAM3B	0.1
IQGAP3	0.13
TOB2	25.76
SCN5A	43.64
ARSI	0.08
LRRC55	0.04
BRINP1	0.17
