GENE_NAME	human
SLC23A1	0.42
TP63	8.73
NPAS2	25.88
KISS1	2.83
LONRF2	1.88
PFKFB3	33.67
TMC7	21.52
CACNG3	0.49
ALPK1	4.34
CDH2	28.31
IRX2	12.12
SIX2	1.22
DLGAP1	12.74
NUDCD2	22.83
LLGL2	23.99
IRF2BP1	10.7
HSPA4	42.44
FOXA3	1.43
SLC26A5	0.23
SGCD	1.67
RNF34	51.23
PDE8A	16.91
TRABD	35.9
MURC	5.36
ZNF296	2.96
HOXB9	0.53
TTLL6	49.77
POLH	21.31
SYT9	2.62
CLCN4	1.63
KCNS3	2.15
KIF5B	48.76
GPR37	4.5
AKAP13	48.04
CDCA4	16.6
SDR16C5	0.49
DYDC1	116.25
CHCHD7	19.54
HTRA3	5.74
NLE1	7.46
FOXN2	3.88
BFSP2	0.26
FSHR	1.37
CEL	0.55
PPM1D	33.89
KBTBD2	17.22
MINA	9.12
KIAA0232	9.57
MTSS1	73.03
TMEM43	19.22
RNF139	41.72
RPS9	1307.42
CYTL1	1.28
FNDC8	130.96
TRH	1.85
MSANTD4	8.92
OSCAR	2.77
PAQR8	2.56
TANC2	59.72
PKHD1	0.83
PRKCDBP	130.95
DCDC1	3.32
HAS2	1.57
KDM5A	41.34
PDGFD	2.04
DDI1	50.07
HS6ST2	9.51
PYGO1	1.72
LRRC8E	2.03
PKIA	1.19
ADAM11	9.4
OR13H1	0.0
FEZ2	18.78
ALK	3.86
NIPAL3	6.02
PPP2R3A	8.48
MTM1	10.71
INSR	18.56
MFN1	10.5
GIMAP8	2.87
NRTN	1.15
KCNMB3	4.45
KCNG3	0.8
PRKCE	37.37
OR2K2	0.07
JAGN1	11.87
TADA3	66.51
SOCS5	7.86
MORN4	9.36
ZNF672	23.13
ZNF692	85.81
ABCB11	5.62
NAIF1	18.22
RBKS	14.91
GRIK1	0.24
TRIM8	50.27
DHRS9	4.83
NETO2	10.31
SCAND1	43.0
LRG1	0.98
SHCBP1	7.03
CD5L	0.18
SOSTDC1	3.77
NPTX1	5.65
GAA	153.79
CANT1	47.71
KCNK3	1.06
CHST11	10.62
CHD7	11.99
PTGS2	1.07
LURAP1	15.9
CLCN5	1.78
KCND3	5.14
KRT9	0.98
PDE7B	1.39
KRT20	0.0
GLOD5	0.6
KSR2	3.91
MCC	8.93
ZBTB26	6.37
MAP3K13	24.12
DSEL	0.78
POLR1C	57.36
ASXL1	68.3
DLK2	1.48
ZNF318	79.95
WIPF2	26.94
HOPX	8.86
ST6GAL1	3.34
LRRC8C	6.79
MROH2B	49.72
OR1N2	0.0
COL24A1	0.84
ETFDH	17.46
RXFP1	0.57
LPAR3	4.37
PTGER4	10.92
OTP	0.73
ECEL1	1.34
BCL2L1	89.18
FGG	1.41
AP2B1	175.55
PICALM	60.67
FGB	0.12
PLRG1	34.33
DNAI2	68.95
NMUR1	1.44
CLSTN1	49.91
NSF	28.47
PIK3CD	10.8
SLC25A33	11.31
ENC1	7.35
SPSB1	17.66
P2RY6	0.5
S100Z	0.07
GPR82	0.88
GPR34	0.21
ATF7IP	32.47
RGS19	2.55
TCEA2	187.18
ANO5	2.05
HDAC3	53.99
C1orf111	31.65
GPHN	8.91
VAT1L	2.91
CLASP1	27.83
TMEM51	3.75
CAMTA1	78.06
LGALS4	1.88
LRRC34	10.04
PAH	8.51
SPATA5L1	4.11
GATM	47.96
NXNL1	0.53
RASGRP4	1.06
MRPS34	40.63
NHLH1	0.36
SLFNL1	137.63
BCL2	3.65
RHNO1	18.4
CTPS1	57.37
KNDC1	3.39
METTL18	1.77
COL8A2	1.9
NOTCH3	32.8
PCDHB1	0.49
ANGPTL7	1.5
FBXL14	53.48
EXOSC10	44.29
MLLT3	6.05
TRAPPC12	205.53
RNMTL1	39.52
PTEN	46.85
PRNP	95.8
ADRA1D	0.39
PPP2R2C	32.1
FRMD5	6.95
AQP4	0.66
TLN2	13.67
ZNF217	25.07
SCG2	0.18
ATPAF2	44.62
CYP4F22	3.65
FOXB1	3.88
PPIH	49.65
C20orf196	3.29
JMJD1C	11.13
SYNPO	35.54
THOP1	106.42
GAP43	0.31
EPHX4	0.74
LAMB2	168.14
USP19	43.91
QARS	100.98
TAC1	1.12
CDHR2	85.71
KLF11	56.15
LRRC15	0.1
EIF2AK3	4.55
MOB3A	15.21
NME6	9.15
CD8B	1.79
CALB2	5.65
SNCB	0.95
SLC9C1	3.04
FRMD3	9.59
SNTB1	13.79
MTBP	2.29
MALT1	13.16
ISG20	14.46
TSG101	97.23
MBOAT1	2.58
ID4	25.49
GPR22	0.02
CXCR6	0.41
CEBPB	45.57
ATOH1	0.06
C5orf34	2.09
NEGR1	19.26
DPAGT1	13.46
BSG	913.21
HINFP	26.88
OR10V1	0.0
CERS6	6.04
ATP2A3	8.91
SPTLC3	4.48
B3GALT1	0.51
OR5A1	0.19
POP7	20.38
ALG14	10.12
CA12	0.83
SUCLG2	8.5
STARD5	6.35
CSDC2	14.54
IL16	12.93
ABCG4	10.08
GNB2	204.48
CCDC11	115.72
FAM195A	80.24
MGLL	17.09
C2CD2L	6.99
GNG12	10.79
PRSS27	8.04
MYOZ2	0.38
SYNPO2	15.4
DNAJB7	2.36
NTN4	9.93
EFCAB3	2.45
TTC36	1.78
RSPH9	14.38
GTPBP2	67.82
IL17D	4.64
OR5AR1	0.0
FUT9	0.02
BCS1L	18.39
ZNF24	14.66
MANEA	2.19
AFF1	15.17
ACOT12	0.32
FIBP	98.62
CARNS1	0.73
NUAK1	3.84
BANP	23.37
PPP1CA	46.12
HCFC1	27.21
FAM170B	11.8
CTSW	4.64
NIPAL4	0.41
SNTG2	15.44
FNDC9	0.09
PDE3A	1.32
ZNF263	26.29
DPP8	28.11
RASGRP1	3.12
KLHL6	3.22
CHCHD1	17.35
MRPL52	55.27
SMPDL3A	1.79
RAD9A	25.43
EFEMP2	49.26
TMEM134	58.27
SLC24A1	8.62
ZMAT3	8.62
ZFAND4	138.83
THEMIS	0.03
MOS	0.97
CORO1B	26.41
FUT10	12.51
LRRC20	20.93
ZNF532	34.37
MUS81	43.03
PURG	8.18
EFCAB12	11.27
SCARF1	2.78
FAM192A	90.3
RAB43	9.94
FADS6	2.44
RAB37	4.21
SNX32	6.27
CYP7B1	2.63
OVOL1	49.93
LMAN1	12.07
CES4A	6.4
PDP2	3.96
KRT2	0.03
METAP1D	2.02
EGFL7	77.62
PTPLAD1	28.14
DHCR7	40.13
AQPEP	3.87
NBEA	3.6
MRGPRF	12.14
OXSR1	21.63
IPCEF1	1.56
LCLAT1	6.59
KAT5	119.5
GXYLT2	10.63
DCAKD	33.94
ARPP21	0.22
ZZEF1	27.1
CCDC96	109.78
RELA	63.75
EVC2	4.03
FAM222B	86.08
RXFP4	0.12
HPSE	1.1
NOX3	0.0
COQ2	2.63
CCDC63	23.56
LRRN3	2.06
KDM2A	67.94
ADCK5	12.25
NOC3L	5.61
RHOD	11.24
RAPH1	13.29
ADCY5	25.73
ABCD2	0.09
AHSA2	35.88
ABLIM3	7.37
CX3CL1	27.72
SLC12A1	0.64
MAB21L3	2.06
VANGL1	17.19
IQCB1	21.24
SYT12	2.6
GOLGB1	25.95
C11orf86	0.06
LIPM	0.0
GPR151	0.04
DMRT2	0.57
C19orf10	87.43
PLAC8L1	42.68
GPR137	566.97
SNCG	26.31
MMRN2	10.11
TNKS	58.51
PPP1R3B	13.77
ANO8	2.65
STOX2	1.27
MAP3K11	36.73
TRIB1	4.71
SFT2D3	0.0
C1QB	88.85
C1QA	66.17
NDNF	10.09
TUBE1	39.82
DAG1	24.89
INSM1	1.53
NAA20	79.73
CCDC36	48.59
ARHGEF10L	10.89
EHBP1L1	21.33
TMEM196	0.02
SSSCA1	76.4
AGR3	0.0
PTPRM	41.67
TXK	1.74
VEGFB	61.7
PEAK1	18.19
MST1	72.41
GMPPB	11.35
MOB1B	2.81
SNX33	10.34
C2orf70	50.04
NABP1	19.03
WSCD2	0.66
GPR113	3.73
XCR1	0.24
CCDC106	30.4
CCR9	0.0
CCDC41	13.05
PC	63.29
KCNQ2	59.15
SCAI	3.9
GPRC6A	0.0
LRFN4	35.23
TRAPPC3L	0.38
SLC19A1	7.41
HSPB7	48.0
RCE1	27.16
TAS1R1	4.91
TACR2	0.53
CXorf23	2.32
PSMD1	38.15
GPR64	3.17
MUC13	0.24
SUSD5	2.28
HEG1	14.62
WFIKKN2	2.85
C1orf100	46.65
CD7	4.7
TOPAZ1	1.68
CNP	25.8
JUP	30.84
HAP1	7.44
SPATA20	244.14
TDRD12	15.31
ENDOV	33.91
RNF213	24.25
KCNH6	0.75
MARCH10	384.95
PLK3	10.29
DPY19L1	17.03
SRI	69.9
PHOSPHO1	148.27
PHC3	43.39
GPR160	2.07
CBX2	18.03
SPTBN2	158.66
GOLIM4	15.1
KRT28	0.51
C1QTNF1	27.55
EIF4G3	180.76
SWSAP1	2.51
SLCO4C1	0.6
LRRC63	3.64
TCAP	2.54
CCS	41.5
NUP37	9.81
NRROS	3.36
KLHL15	5.13
FBXO45	7.29
SPERT	119.25
FAM46D	1.22
SLC25A30	12.05
CD34	49.68
CTSF	161.49
MSRB3	6.39
SEMA3A	0.51
C16orf91	6.59
FAM174A	44.46
RGMB	16.17
FAM53A	17.19
KIAA1239	0.16
CYB561D1	1.55
GTSE1	13.24
ZDHHC24	8.28
TRMT10C	4.18
SELP	2.04
CTU2	13.32
MGA	8.42
C12orf66	2.31
SNX31	4.99
PRPF8	144.82
SEMA3C	7.92
DDX23	90.27
ZNHIT2	78.41
EVX2	1.53
ZBTB4	38.11
ZHX3	49.34
PHLDA3	24.07
SLC16A11	1.33
SLC16A13	0.42
CHRNA9	0.03
EXO1	9.12
RALGAPA1	10.77
ACAT1	81.29
LIG4	3.94
TRHR	0.05
ABRA	3.8
ATP2A2	106.85
ZWILCH	25.02
VWC2L	0.07
GRAMD4	19.14
GALNTL6	2.94
LINGO2	4.0
DENND4A	4.03
SLC26A9	0.24
MFSD4	3.33
PELI3	11.86
CACNA1G	1.33
CELSR1	3.68
TTC9B	0.78
MYO1H	2.1
TMEM81	4.74
IL20RB	21.67
NPAS4	0.1
WNT8B	1.28
ANGEL2	8.39
UGT8	4.39
KY	1.86
IQCK	68.6
SLCO2A1	3.18
BRSK2	18.47
LEP	0.17
SH3PXD2B	12.65
KIAA1551	7.1
NR1D2	7.13
RPL15	621.06
C4orf32	9.0
HRAS	60.2
WDR49	0.38
SRP72	24.19
SLC25A40	4.02
PCP2	349.13
CEP135	4.05
FZD4	3.41
DENND6A	8.26
PDE12	5.03
TIMM21	12.74
CATSPERD	45.15
ADD2	7.08
C3orf33	1.74
SEZ6L2	6.91
ASPHD1	2.28
KCTD13	106.57
P2RY14	0.04
AMZ1	2.01
GPR171	0.11
GPR149	0.06
FGF4	0.82
CD164L2	0.69
FUT1	1.3
DHX36	25.13
FBXW8	6.54
CA5A	0.59
KLC2	52.83
SLC22A1	1.26
RASAL2	15.32
CHST2	2.58
ZDHHC14	10.25
ATR	9.79
GK5	8.7
VCPIP1	5.64
RTP1	0.79
DES	50.61
VPS9D1	25.34
SPSB4	32.39
RAG2	1.6
TRAF6	8.19
PACS1	107.15
WFDC5	4.74
SH3BP5L	15.02
YPEL2	14.45
CADM2	2.88
PSMD2	355.96
PPM1E	18.37
INHBC	1.32
PCCA	8.56
TNFRSF12A	7.09
MARK3	54.65
NPPA	2.97
ZNF408	5.69
CKAP5	58.56
ARHGAP1	23.35
MED16	43.2
ATG13	126.48
GAL3ST3	3.43
CHST1	14.59
SLC25A3	98.22
VWA3A	8.47
TP53I11	38.02
DOLK	20.97
PHYHD1	15.41
ANKS4B	0.42
FNDC3B	15.88
GRAMD2	0.86
ISX	0.0
TMEM9B	19.11
NRIP3	61.94
SCUBE2	8.14
FOSL2	103.28
SMAD2	104.99
CLTB	67.55
LPL	2.14
RFESD	6.85
TBC1D10C	2.83
PPP2R2D	31.45
MCTP1	6.29
OR52W1	0.06
DPP10	2.98
CACNG4	0.91
GPR152	0.0
UBQLNL	40.12
UBQLN3	323.36
LIPT2	10.81
KCNE3	1.08
CABP4	1.3
LONRF3	3.32
UCP3	5.76
FRYL	10.87
UCP2	45.34
P2RY2	1.19
SUGCT	3.58
CCDC85B	29.07
TMEM131	19.7
TMEM70	22.21
RPS6KB2	19.66
RMI2	14.72
TOM1L2	52.33
GPR156	7.53
B3GNTL1	6.14
FSCN1	30.84
NR2F1	13.63
AURKAIP1	301.5
TTLL11	16.45
PRIMA1	2.73
MOCOS	0.61
MSRA	25.62
CTDNEP1	83.56
ETV4	0.94
GAPT	0.19
BAIAP2	57.78
CREG2	1.78
DLX6	8.95
PLD1	8.27
ZDHHC21	3.39
TSPEAR	2.26
PLEKHF2	10.32
ARL4D	32.45
DOK7	2.75
LRRN1	4.16
UBE2O	50.12
ORAI3	7.56
KLHL38	0.03
UNC119B	27.25
DENND2C	8.45
PLEKHD1	1.11
ASCL3	0.11
TUBB6	61.56
LYSMD3	8.36
AMIGO3	0.22
B3GALT6	4.71
C11orf16	1.86
TMPRSS7	2.27
JAKMIP2	4.1
TPRN	12.21
ZNF683	113.85
AIM1L	9.51
DLG1	26.13
IP6K1	70.79
SSNA1	213.14
CHMP6	8.57
MC5R	0.41
TMEM39A	23.12
TCP11L1	10.95
GPX2	4.53
CCDC57	63.57
HSF5	53.91
BNIP3	35.27
ENTHD1	7.06
MYPOP	14.51
LRRTM4	6.7
ATAD5	0.68
SMIM19	40.11
OR11H6	0.11
RTTN	9.06
ANAPC2	81.96
SEC31B	19.62
SLC35G1	5.62
ZSCAN2	15.25
SART3	37.78
B3GNT4	1.94
HSD11B2	2.81
CRLF3	24.0
RNPEP	41.13
DMRTA1	0.05
ARHGAP15	6.21
DNAJC30	16.51
VPS37D	12.99
SYNE3	4.37
CLK2	29.09
LPCAT4	15.77
SLCO3A1	161.2
PAX2	1.09
DIRAS1	6.61
PHLDB3	47.77
GNG7	3.6
KIAA2018	3.88
OR4C3	0.0
MAP3K9	24.04
EXOSC7	52.92
CNTD1	86.01
CNBD1	5.04
KBTBD11	1.96
B3GNT5	8.87
MAP3K19	19.61
LMNB2	129.7
RMDN1	17.63
HORMAD2	16.04
KIFAP3	22.66
MYO1D	18.64
FOXL1	3.19
FOXC2	6.05
BDNF	1.74
ACSF3	17.51
BOK	10.23
PFN4	119.07
CDK5R1	9.59
TCERG1L	2.39
NCKAP5	0.6
RUFY1	28.19
MCM6	15.37
VSIG10	5.22
IRX5	2.88
METRNL	61.79
GRIN1	0.75
PXMP2	15.33
REXO2	120.4
OR51T1	0.0
MAMSTR	2.98
C8G	3.49
EFCAB5	24.7
GCNT4	0.47
MUC20	11.25
SHMT1	42.99
DPP7	180.71
SEC24C	50.91
FMR1NB	58.33
SMCR8	7.67
MTHFR	9.68
MTX3	3.07
FBXO46	11.0
ZDHHC13	12.75
SLC38A9	33.15
ACER2	5.03
WDR73	17.95
POLE	91.23
FAM109B	2.73
SCN4B	1.97
PTPN23	28.08
ZDHHC22	0.82
ZBTB34	2.68
ULK1	31.8
MLH1	60.75
RIMKLA	1.78
CLVS1	2.5
RPS6KA3	5.75
B3GNT8	1.25
PUS1	18.39
SPACA4	106.74
TRIM72	0.26
KCNA3	0.66
GJD4	0.29
KCNA2	2.31
TOP3A	22.74
CASKIN2	9.38
ZBTB38	51.3
C10orf71	0.02
LRRN4CL	4.77
TIMM22	8.25
PPFIA3	6.56
KLHL20	32.03
UBE2U	28.83
PAWR	25.05
TGIF1	21.77
MIEF2	7.23
NIM1K	1.33
C8orf47	2.71
RGS11	2.26
NR2C2	48.64
OLIG3	0.0
PTRF	111.07
RBM44	5.89
ZBED2	0.03
IRX3	1.06
SLC46A1	2.78
ST8SIA3	0.43
OR2B11	0.0
RABEP2	11.07
NHLH2	0.48
ATOX1	31.23
FAM187B	97.61
SAMD12	1.64
PLXNA2	3.13
JUN	61.57
PGBD5	6.08
GBA	24.02
ACAD9	21.88
MBOAT4	0.51
C2orf57	180.9
AGTRAP	24.11
NAALADL2	1.89
ANKRD13A	118.17
FAM20C	14.4
PVRL3	56.03
KIAA0195	111.16
FLII	250.27
SOX12	21.18
HNRNPA0	44.64
YIPF7	0.14
MYOZ1	3.71
ZNF518A	11.75
TMEM187	4.28
CCDC23	71.91
C12orf68	5.8
ZBTB41	1.29
CAPZA3	85.76
MAMDC4	6.72
BAIAP2L1	21.38
TRAF4	38.65
IMP3	12.59
ODF3B	24.01
C2orf73	42.24
PAG1	1.32
DMAP1	56.54
FAM26E	0.43
ALS2CL	4.95
MLF1	423.32
PRSS42	1.28
NDUFAF3	636.46
GPATCH1	10.85
C2orf69	9.46
GRAMD1C	15.38
STAP2	7.47
TSSK6	240.24
DALRD3	163.74
ZNF518B	10.1
AMER3	0.86
ZNF366	0.89
LCORL	5.59
PARD6G	4.16
ZC3H12D	1.44
NT5C2	58.5
PLEC	24.91
SH2D4B	0.26
RNF212	26.64
PRSS36	4.71
GALNT11	17.53
SLITRK1	0.03
MCAM	38.44
WDR6	67.53
TMPRSS9	7.07
AQP11	9.94
TMEM11	45.21
KCNG2	1.85
SHISA3	4.51
GPC4	12.51
CALML3	7.17
PLEKHM3	4.44
C1orf65	43.65
FAM220A	211.56
DNAJC22	0.49
NEUROG2	11.7
MBNL3	17.16
BEND3	2.75
NT5DC1	11.23
GLDC	6.81
MCMDC2	8.4
P4HTM	28.63
UCN3	0.0
KLHL11	16.07
CAMSAP3	8.73
AMBN	0.09
CA8	3.99
CD28	1.39
EPM2AIP1	2.72
ERBB4	2.48
MAF	18.08
CTNNBIP1	50.56
OTOS	0.0
ERN1	7.85
GPR35	3.29
C10orf53	68.55
CSRNP3	0.59
PARP10	55.3
KDM7A	15.12
XAB2	100.44
SUZ12	12.79
KCTD12	17.83
GRINA	486.65
THBD	12.9
FAM132B	57.73
FAM219B	15.28
CPNE7	10.66
RIIAD1	7.48
MPI	52.54
OPLAH	135.16
TMEM139	6.87
RNF186	0.05
MSC	18.32
APOLD1	3.41
FAM101A	0.99
DPY19L3	10.82
NMRK2	0.74
FOXE1	0.89
PFAS	8.9
HYI	18.6
C17orf62	29.34
GAK	99.06
ZBTB7A	10.77
DGKD	60.36
C1orf173	46.54
RMI1	4.46
CTC1	18.97
SNX18	7.18
EXD1	21.96
CTTNBP2	1.9
TAS1R2	0.0
C14orf39	4.36
KLHDC7A	0.26
RRS1	7.41
EXOC3L1	12.05
RCC2	45.12
ACTL6B	2.96
CYC1	79.43
PER1	163.69
RARB	0.38
TMTC2	4.58
FARSA	48.42
C10orf67	4.11
SAMD4B	112.2
ALOXE3	2.93
EDC3	76.05
TCAIM	3.48
TOP2B	19.32
TMEM125	2.54
CALR	399.43
LDLRAD3	9.51
CDH4	2.06
C2orf71	1.02
TM9SF3	18.37
GADD45GIP1	48.92
DAND5	0.99
TMEM151A	0.46
PTPN11	26.79
NSUN7	24.6
CLK3	131.58
ETV1	16.16
GATA2	10.27
ARID3B	56.12
PACS2	96.78
EGR3	8.86
C1orf101	10.57
GPC5	2.44
VWA1	31.36
DNAJB8	60.52
GEMIN4	120.41
FJX1	2.17
KLHL28	6.36
ZBTB18	19.27
C14orf28	9.52
ALOX12B	0.61
SLC17A8	0.12
SHARPIN	447.14
PPP1R12B	13.34
DNHD1	56.95
SLITRK4	2.02
HTR1D	0.45
GCC1	18.64
LSMEM2	3.53
RNF151	162.73
CIITA	2.77
ZFPM1	6.96
PLD6	24.22
DNAJC10	44.13
GPHB5	0.38
GRM8	14.98
CDC42EP4	23.53
ZBTB42	5.13
TPPP2	494.86
FCER1A	1.61
RPRML	0.12
ARL14	0.0
PIPOX	1.95
FOXS1	3.9
ATOH7	0.31
CDH5	25.69
LRRC3B	3.0
IL4R	29.7
SERTAD2	17.54
AKAP5	0.28
GIPC3	0.48
CITED4	30.11
C1orf194	197.99
B3GNT3	0.15
GPBAR1	1.68
PAK3	2.23
BBS10	1.95
PUF60	135.86
TSHZ1	17.44
PSTK	11.4
CAPN6	0.94
ZADH2	9.61
ZNF48	2.37
C3orf80	1.27
NKX2-6	0.1
TMEM150B	1.21
TMEM86B	6.31
SEPT1	4.95
TRNAU1AP	12.35
DCX	0.1
C12orf40	2.24
FAHD1	10.8
TDRP	9.73
MYLPF	5.43
F2	0.6
PRKRA	67.18
ZNRF2	24.69
RRH	0.14
SLC9A4	1.69
FGD6	4.55
GPR144	0.07
GPR139	0.24
PLD5	0.73
SPAG6	197.44
OAZ2	98.55
PNPLA1	0.78
ALX1	1.15
CCDC43	5.69
KCTD4	0.04
FZD2	4.47
TIGD2	1.45
CCDC129	2.73
EXOSC5	18.0
HCLS1	16.24
MTURN	38.25
ZNF609	43.42
CCDC66	17.26
MCFD2	28.47
HARBI1	10.78
DYNC1I2	54.98
SERTM1	0.31
GAS1	2.45
HMHA1	16.83
GLIPR1L2	29.01
FAM73A	5.66
NRIP1	5.24
APBB1IP	1.04
BHLHA15	0.29
RNF182	3.06
FUT7	0.3
MB21D2	8.9
GSX2	0.42
SSTR2	0.94
PCGF5	58.87
SLC47A2	0.46
YOD1	2.34
TMEM64	7.7
SHISA2	1.61
S1PR5	0.86
FAM76B	48.8
CLRN3	0.12
GPR157	10.32
CHST13	33.44
AGTR2	0.0
SLC36A4	5.17
ZDHHC20	68.41
OR51E1	0.32
ARSJ	0.43
SIRT6	9.67
BHLHE22	0.76
MAP6D1	1.84
GREM2	0.53
C11orf42	33.31
TYR	0.67
CAPS2	7.72
CUEDC1	10.33
SCRIB	29.59
KCTD2	53.08
D2HGDH	22.29
OXTR	0.23
CMTR2	8.91
FAM83H	2.77
GPR62	0.21
POLD3	22.04
ST20	4.34
OR52E4	0.2
MRPL14	80.31
GPR137C	1.37
ACTN2	4.48
BBS12	6.06
LSMEM1	3.48
NQO1	12.79
FKRP	10.84
TRAPPC5	364.55
CAPZB	345.48
RPH3AL	2.85
SLC25A42	9.7
FCRL6	0.3
SLC26A11	10.52
CHRM2	0.94
MAPK15	36.21
EHMT1	112.35
ADIPOQ	0.17
F2R	4.64
MUC16	4.62
PENK	140.44
C4orf50	0.18
ZNF746	36.65
POLR2A	197.45
NAALAD2	5.62
TMEM132C	3.24
SLC25A41	8.92
TMEM136	2.23
TMEM102	4.44
TMEM132E	2.87
NME9	5.76
HEPHL1	0.21
FAM211A	17.64
JADE1	29.1
OFCC1	0.6
CCDC108	25.33
OGFOD3	18.86
AATK	1.93
ZNF467	1.89
SLC25A43	4.42
SOX2	2.59
RAP2B	2.66
ZBTB2	8.59
ACBD4	8.81
SGSH	14.78
UBE2A	16.36
MAB21L2	0.09
FANCB	0.12
SETD2	30.52
TMIE	1.92
MEX3D	100.06
FGFR1	108.22
GPR135	45.09
P2RY13	0.09
TNFSF15	0.22
ATG9B	29.01
GPR88	0.22
PLAG1	4.42
YIPF6	10.56
ZBTB20	32.03
C3orf58	10.68
C5orf30	2.17
AMIGO1	5.58
TMEM252	0.27
ODF3L2	44.31
OR5AS1	0.0
SMC1B	16.58
SIAH2	24.67
OR6S1	0.07
SLC9A9	2.98
LSM10	28.58
RELL1	6.55
RFX7	14.29
SLC35C1	8.76
TTC22	1.18
FBLN1	84.76
TIGIT	0.63
SLC2A4	4.04
IBA57	13.82
CLDN7	2.75
C5orf24	9.98
ADO	39.56
OR4P4	0.0
ITGA8	2.0
PRKAG1	49.77
NEUROG1	0.04
CCDC149	11.39
RTKN2	5.05
CHST15	10.14
CST7	4.72
USH1G	1.86
MGAT4C	4.19
IDH2	14.89
TMEM259	157.54
TMEM30B	9.77
MAP2	12.27
DEXI	21.33
FAM89A	6.13
KCNIP1	3.51
TDRKH	32.59
IST1	126.29
ERCC6L2	10.23
ENPP7	0.1
CREB3L2	15.45
P2RY8	0.73
UNC5C	3.7
TSEN54	20.08
RGMA	103.75
UBA7	14.79
RAD51B	4.96
EXT1	23.21
MOB2	40.28
HHIPL1	0.45
BACE2	18.91
UBE2E2	26.88
SYNM	12.15
ARAF	26.94
KCNA4	0.17
NLRP10	0.03
FIGN	1.42
TMIGD1	0.0
MCCC1	11.1
GLTPD2	0.72
ZNF804B	0.04
LAMP3	74.08
KBTBD3	8.3
YBEY	72.87
NXPH4	4.75
FAP	1.96
OTOL1	0.05
KCNK4	0.04
TSHZ2	16.21
CAPN12	2.4
XKRX	0.4
LHFPL1	0.32
PHTF2	9.06
NEBL	26.55
FES	17.1
TBPL2	3.32
CAV3	0.47
LIMK2	21.95
MFSD5	12.25
ADI1	12.26
ACER3	17.38
CLEC4G	1.06
NXPH3	11.39
CSF1R	8.99
EPHB3	2.8
ACTL10	62.04
EPGN	0.09
UBE2K	128.46
HS3ST4	0.94
TRAK1	16.53
TSPAN10	4.94
PLCB1	2.58
SKA2	10.2
RXFP3	0.05
CCDC172	7.36
PIK3C3	45.34
NTM	2.1
TTC3	37.56
KCNB2	0.67
BRICD5	18.52
TSKU	29.95
RGS6	14.11
HOXB4	0.74
SLC35D3	0.03
PAQR7	37.7
PAPPA	4.04
MAFA	9.27
GRID1	3.7
C12orf5	6.05
CCDC87	18.54
C1orf116	0.71
DDX28	4.56
ACBD3	26.27
PLCXD3	0.97
VMO1	8.41
TULP3	20.75
LCK	2.14
GALNT9	0.84
RBM10	12.09
GPR97	0.84
TCHHL1	0.0
RGS7	6.49
SYNJ2	21.09
SLC25A18	2.68
C11orf54	10.76
CEP63	51.04
OTOP3	0.03
ODF3L1	38.44
GJC1	15.39
SOX1	1.68
CNOT10	51.35
MTA1	143.12
CADM1	45.02
PYCR1	15.12
LSMD1	139.07
PPP2R5C	124.26
SLC25A21	7.58
PCP4	0.52
ABAT	7.26
CAMK1D	8.26
RBFOX1	0.67
LYSMD4	5.86
WBP2NL	60.5
NKX2-5	0.04
AFMID	24.34
GAS6	72.45
FREM3	0.72
BEGAIN	4.75
FAM43B	1.24
CSMD1	14.78
CALHM3	0.4
PTGDR2	0.14
CEP57L1	15.01
FANCF	4.51
GABRR3	0.05
C2CD4C	2.53
EDN1	4.35
CTD-3193O13.9	4.06
DDX41	55.93
ABHD16B	14.27
CCDC60	19.53
CCBE1	1.79
MLLT10	85.4
ZNF623	8.08
CCDC125	3.83
C15orf60	47.71
BCOR	14.53
JRKL	6.86
C10orf107	5.47
OVCH2	0.28
SYNDIG1L	0.38
FHL3	18.33
PMCH	0.0
TMEM89	15.64
C19orf71	54.17
CCDC159	71.48
RIPK4	5.58
ADCYAP1R1	2.63
LRIT3	0.15
GRIN2A	4.43
URAD	1.02
ASB7	10.43
SH2D7	3.91
GPR132	0.74
FGF20	0.17
MEX3B	77.12
FAM46C	60.64
COA5	30.52
UTP11L	18.54
PSMG1	167.61
PRR14L	9.82
ACSM5	3.23
C10orf120	26.61
FOLR4	0.0
PCBP3	47.92
P2RY10	0.33
PGPEP1L	2.04
ZNRF3	8.0
FBXL7	10.96
GKN2	0.0
FAM167B	1.23
MRPL54	60.15
ITM2A	25.7
ZNF438	16.84
HMCES	101.6
CCR3	0.06
RP1L1	1.27
C11orf88	23.08
MARCH11	194.03
KLHL25	11.28
NRD1	240.46
FAM19A1	0.49
GPR1	0.37
FAM101B	5.13
EFHC2	6.5
NOG	1.94
OPCML	0.84
CMTM4	11.38
TMEM50A	52.2
NPBWR1	0.05
CBX6	5.15
MACC1	0.79
TBL3	51.1
PAPL	0.76
KREMEN1	22.81
TRAIP	10.41
CHEK2	11.2
FOXL2	1.9
KCTD16	1.7
B3GALT5	0.58
ZNF703	7.36
SLC35F3	0.34
TUBA8	117.53
EMILIN3	1.03
TNRC6C	23.6
OLFML1	6.99
CCR4	0.92
ANKRD45	10.56
MAATS1	32.51
CBFA2T2	19.8
FAM3B	7.45
IQGAP3	6.06
TOB2	40.81
SCN5A	0.54
ARSI	1.05
LRRC55	0.05
BRINP1	1.08
