GENE_NAME	human
SLC23A1	20.61
TP63	0.28
NPAS2	70.15
KISS1	1.86
LONRF2	0.07
PFKFB3	9.03
TMC7	0.48
CACNG3	0.02
ALPK1	1.28
CDH2	9.88
IRX2	0.0
SIX2	0.03
DLGAP1	0.7
NUDCD2	23.31
LLGL2	55.24
IRF2BP1	21.13
HSPA4	15.58
FOXA3	18.72
SLC26A5	0.05
SGCD	0.03
RNF34	12.65
PDE8A	15.41
TRABD	42.66
MURC	0.21
ZNF296	0.3
HOXB9	0.0
TTLL6	0.0
POLH	3.85
SYT9	1.29
CLCN4	2.62
KCNS3	1.87
KIF5B	7.16
GPR37	3.8
AKAP13	16.35
CDCA4	1.26
SDR16C5	0.04
DYDC1	0.38
CHCHD7	15.97
HTRA3	1.23
NLE1	8.06
FOXN2	3.13
BFSP2	0.0
FSHR	0.0
CEL	0.17
PPM1D	1.81
KBTBD2	3.96
MINA	11.85
KIAA0232	3.74
MTSS1	56.85
TMEM43	8.23
RNF139	9.69
RPS9	1143.1
CYTL1	0.08
FNDC8	0.0
TRH	0.0
MSANTD4	3.51
OSCAR	0.8
PAQR8	0.45
TANC2	1.27
PKHD1	0.39
PRKCDBP	3.2
DCDC1	0.28
HAS2	0.0
KDM5A	5.8
PDGFD	0.29
DDI1	0.0
HS6ST2	0.0
PYGO1	0.03
LRRC8E	4.74
PKIA	0.09
ADAM11	0.28
OR13H1	0.0
FEZ2	6.83
ALK	0.0
NIPAL3	2.24
PPP2R3A	0.66
MTM1	4.42
INSR	17.44
MFN1	4.69
GIMAP8	2.73
NRTN	45.27
KCNMB3	0.69
KCNG3	0.0
PRKCE	7.41
OR2K2	0.0
JAGN1	39.94
TADA3	17.01
SOCS5	1.49
MORN4	1.59
ZNF672	14.62
ZNF692	11.61
ABCB11	8.56
NAIF1	3.71
RBKS	13.96
GRIK1	0.07
TRIM8	25.92
DHRS9	0.07
NETO2	0.1
SCAND1	93.82
LRG1	82.31
SHCBP1	0.15
CD5L	17.25
SOSTDC1	0.04
NPTX1	0.02
GAA	46.67
CANT1	10.52
KCNK3	0.62
CHST11	0.75
CHD7	5.17
PTGS2	0.09
LURAP1	0.39
CLCN5	5.11
KCND3	2.8
KRT9	0.0
PDE7B	0.29
KRT20	0.0
GLOD5	2.67
KSR2	0.06
MCC	8.93
ZBTB26	0.33
MAP3K13	6.34
DSEL	0.43
POLR1C	20.21
ASXL1	12.98
DLK2	0.6
ZNF318	3.11
WIPF2	8.15
HOPX	0.98
ST6GAL1	154.91
LRRC8C	0.22
MROH2B	0.0
OR1N2	0.0
COL24A1	0.04
ETFDH	78.49
RXFP1	0.14
LPAR3	0.07
PTGER4	1.09
OTP	0.02
ECEL1	0.0
BCL2L1	62.94
FGG	1253.32
AP2B1	9.17
PICALM	36.89
FGB	2205.38
PLRG1	21.45
DNAI2	0.0
NMUR1	0.5
CLSTN1	7.21
NSF	6.41
PIK3CD	1.93
SLC25A33	3.44
ENC1	4.26
SPSB1	3.02
P2RY6	0.69
S100Z	0.0
GPR82	0.99
GPR34	0.19
ATF7IP	2.63
RGS19	2.84
TCEA2	74.38
ANO5	0.61
HDAC3	37.96
C1orf111	0.09
GPHN	11.87
VAT1L	0.17
CLASP1	4.01
TMEM51	1.65
CAMTA1	50.26
LGALS4	31.66
LRRC34	0.06
PAH	277.44
SPATA5L1	4.91
GATM	1107.35
NXNL1	0.0
RASGRP4	0.78
MRPS34	131.65
NHLH1	0.06
SLFNL1	1.35
BCL2	0.32
RHNO1	1.55
CTPS1	36.32
KNDC1	0.03
METTL18	0.63
COL8A2	0.07
NOTCH3	2.09
PCDHB1	0.0
ANGPTL7	0.52
FBXL14	6.07
EXOSC10	13.59
MLLT3	1.04
TRAPPC12	23.46
RNMTL1	20.91
PTEN	16.06
PRNP	21.98
ADRA1D	0.0
PPP2R2C	0.02
FRMD5	0.0
AQP4	0.03
TLN2	1.78
ZNF217	2.23
SCG2	0.0
ATPAF2	26.11
CYP4F22	52.62
FOXB1	0.0
PPIH	6.68
C20orf196	0.59
JMJD1C	4.81
SYNPO	28.63
THOP1	107.24
GAP43	0.0
EPHX4	0.3
LAMB2	116.36
USP19	17.55
QARS	48.6
TAC1	0.0
CDHR2	16.68
KLF11	5.42
LRRC15	0.03
EIF2AK3	2.69
MOB3A	4.31
NME6	8.26
CD8B	0.18
CALB2	0.0
SNCB	0.12
SLC9C1	0.0
FRMD3	0.26
SNTB1	42.12
MTBP	0.61
MALT1	1.93
ISG20	4.31
TSG101	29.3
MBOAT1	1.5
ID4	0.22
GPR22	0.0
CXCR6	0.48
CEBPB	92.72
ATOH1	0.0
C5orf34	0.24
NEGR1	0.53
DPAGT1	20.81
BSG	215.47
HINFP	8.98
OR10V1	0.0
CERS6	2.1
ATP2A3	3.61
SPTLC3	3.51
B3GALT1	0.02
OR5A1	0.0
POP7	53.5
ALG14	4.3
CA12	2.19
SUCLG2	55.32
STARD5	17.7
CSDC2	0.98
IL16	3.94
ABCG4	0.21
GNB2	132.62
CCDC11	0.16
FAM195A	68.47
MGLL	121.81
C2CD2L	9.33
GNG12	6.19
PRSS27	0.77
MYOZ2	0.0
SYNPO2	1.33
DNAJB7	0.1
NTN4	5.42
EFCAB3	0.0
TTC36	157.76
RSPH9	0.21
GTPBP2	6.82
IL17D	0.2
OR5AR1	0.0
FUT9	0.0
BCS1L	21.99
ZNF24	4.49
MANEA	1.9
AFF1	6.44
ACOT12	18.95
FIBP	19.2
CARNS1	0.67
NUAK1	1.81
BANP	13.78
PPP1CA	70.23
HCFC1	8.01
FAM170B	0.05
CTSW	3.79
NIPAL4	0.0
SNTG2	0.0
FNDC9	0.03
PDE3A	0.17
ZNF263	6.69
DPP8	2.44
RASGRP1	0.28
KLHL6	0.97
CHCHD1	21.98
MRPL52	54.9
SMPDL3A	10.04
RAD9A	6.47
EFEMP2	6.85
TMEM134	43.36
SLC24A1	1.79
ZMAT3	3.19
ZFAND4	5.04
THEMIS	0.02
MOS	0.0
CORO1B	33.63
FUT10	2.17
LRRC20	13.04
ZNF532	2.15
MUS81	13.87
PURG	0.13
EFCAB12	0.75
SCARF1	6.55
FAM192A	22.3
RAB43	14.92
FADS6	3.28
RAB37	6.78
SNX32	0.1
CYP7B1	2.96
OVOL1	0.04
LMAN1	28.16
CES4A	9.72
PDP2	3.13
KRT2	0.0
METAP1D	3.02
EGFL7	16.83
PTPLAD1	32.58
DHCR7	337.64
AQPEP	0.0
NBEA	0.13
MRGPRF	5.43
OXSR1	6.93
IPCEF1	0.3
LCLAT1	2.64
KAT5	15.64
GXYLT2	0.04
DCAKD	22.94
ARPP21	0.12
ZZEF1	5.98
CCDC96	0.3
RELA	52.91
EVC2	0.29
FAM222B	7.87
RXFP4	0.0
HPSE	0.31
NOX3	0.0
COQ2	4.0
CCDC63	0.0
LRRN3	0.17
KDM2A	18.41
ADCK5	7.25
NOC3L	2.64
RHOD	81.8
RAPH1	17.89
ADCY5	1.57
ABCD2	0.02
AHSA2	12.08
ABLIM3	15.0
CX3CL1	10.8
SLC12A1	0.0
MAB21L3	0.83
VANGL1	2.69
IQCB1	2.54
SYT12	16.44
GOLGB1	9.89
C11orf86	0.0
LIPM	0.0
GPR151	0.0
DMRT2	0.0
C19orf10	209.56
PLAC8L1	0.51
GPR137	31.93
SNCG	3.25
MMRN2	6.52
TNKS	2.57
PPP1R3B	161.98
ANO8	2.85
STOX2	1.67
MAP3K11	86.79
TRIB1	13.9
SFT2D3	2.84
C1QB	79.98
C1QA	70.55
NDNF	0.34
TUBE1	22.08
DAG1	14.4
INSM1	0.0
NAA20	35.62
CCDC36	0.47
ARHGEF10L	87.93
EHBP1L1	7.89
TMEM196	0.0
SSSCA1	32.82
AGR3	0.0
PTPRM	4.52
TXK	0.32
VEGFB	28.62
PEAK1	2.2
MST1	596.36
GMPPB	21.91
MOB1B	1.09
SNX33	6.91
C2orf70	0.0
NABP1	4.52
WSCD2	0.0
GPR113	0.05
XCR1	0.06
CCDC106	18.6
CCR9	0.09
CCDC41	1.91
PC	85.92
KCNQ2	0.0
SCAI	0.58
GPRC6A	0.0
LRFN4	1.08
TRAPPC3L	0.14
SLC19A1	119.02
HSPB7	1.62
RCE1	8.44
TAS1R1	0.16
TACR2	0.39
CXorf23	0.86
PSMD1	24.2
GPR64	0.26
MUC13	0.03
SUSD5	0.11
HEG1	3.51
WFIKKN2	0.08
C1orf100	0.21
CD7	11.92
TOPAZ1	0.0
CNP	33.15
JUP	32.28
HAP1	0.72
SPATA20	18.79
TDRD12	0.14
ENDOV	8.74
RNF213	17.36
KCNH6	0.02
MARCH10	0.0
PLK3	1.54
DPY19L1	3.62
SRI	25.99
PHOSPHO1	0.74
PHC3	7.22
GPR160	0.48
CBX2	0.97
SPTBN2	34.63
GOLIM4	39.7
KRT28	0.0
C1QTNF1	13.35
EIF4G3	7.57
SWSAP1	2.51
SLCO4C1	3.48
LRRC63	0.0
TCAP	0.54
CCS	114.98
NUP37	2.08
NRROS	1.09
KLHL15	1.47
FBXO45	2.34
SPERT	0.0
FAM46D	0.0
SLC25A30	12.85
CD34	1.54
CTSF	76.91
MSRB3	0.68
SEMA3A	0.03
C16orf91	10.73
FAM174A	9.07
RGMB	2.41
FAM53A	1.09
KIAA1239	0.02
CYB561D1	0.93
GTSE1	0.4
ZDHHC24	5.59
TRMT10C	6.43
SELP	0.73
CTU2	10.39
MGA	2.14
C12orf66	2.57
SNX31	0.0
PRPF8	58.32
SEMA3C	0.76
DDX23	32.01
ZNHIT2	10.21
EVX2	0.02
ZBTB4	5.64
ZHX3	8.86
PHLDA3	1.06
SLC16A11	16.31
SLC16A13	109.43
CHRNA9	0.0
EXO1	0.0
RALGAPA1	3.33
ACAT1	213.0
LIG4	2.9
TRHR	0.0
ABRA	0.0
ATP2A2	42.6
ZWILCH	1.21
VWC2L	0.02
GRAMD4	15.3
GALNTL6	0.09
LINGO2	0.0
DENND4A	1.72
SLC26A9	0.02
MFSD4	0.8
PELI3	2.85
CACNA1G	0.0
CELSR1	3.69
TTC9B	0.1
MYO1H	0.02
TMEM81	1.73
IL20RB	2.26
NPAS4	0.0
WNT8B	0.74
ANGEL2	7.78
UGT8	0.13
KY	0.0
IQCK	1.19
SLCO2A1	0.95
BRSK2	0.18
LEP	0.1
SH3PXD2B	1.35
KIAA1551	6.56
NR1D2	6.96
RPL15	373.11
C4orf32	2.81
HRAS	29.57
WDR49	0.0
SRP72	13.54
SLC25A40	1.09
PCP2	0.53
CEP135	0.65
FZD4	3.56
DENND6A	2.23
PDE12	7.29
TIMM21	22.4
CATSPERD	0.13
ADD2	0.04
C3orf33	0.92
SEZ6L2	0.42
ASPHD1	0.29
KCTD13	8.65
P2RY14	0.14
AMZ1	9.89
GPR171	0.04
GPR149	0.0
FGF4	0.0
CD164L2	0.05
FUT1	1.22
DHX36	7.85
FBXW8	2.84
CA5A	48.59
KLC2	3.95
SLC22A1	1138.34
RASAL2	1.52
CHST2	0.48
ZDHHC14	29.78
ATR	3.45
GK5	1.23
VCPIP1	1.46
RTP1	0.0
DES	1.66
VPS9D1	12.06
SPSB4	0.38
RAG2	0.0
TRAF6	2.2
PACS1	5.18
WFDC5	0.0
SH3BP5L	10.97
YPEL2	2.87
CADM2	0.46
PSMD2	69.69
PPM1E	0.25
INHBC	65.33
PCCA	23.77
TNFRSF12A	9.18
MARK3	21.83
NPPA	1.29
ZNF408	4.73
CKAP5	12.01
ARHGAP1	10.09
MED16	25.64
ATG13	24.82
GAL3ST3	0.0
CHST1	0.68
SLC25A3	247.97
VWA3A	0.03
TP53I11	11.62
DOLK	8.47
PHYHD1	32.55
ANKS4B	8.1
FNDC3B	10.86
GRAMD2	0.21
ISX	0.0
TMEM9B	15.1
NRIP3	0.28
SCUBE2	1.49
FOSL2	4.5
SMAD2	12.33
CLTB	57.12
LPL	0.0
RFESD	0.35
TBC1D10C	3.47
PPP2R2D	20.67
MCTP1	0.28
OR52W1	0.0
DPP10	0.15
CACNG4	0.04
GPR152	0.0
UBQLNL	0.13
UBQLN3	0.0
LIPT2	1.72
KCNE3	1.35
CABP4	1.67
LONRF3	4.83
UCP3	0.48
FRYL	3.82
UCP2	11.24
P2RY2	4.45
SUGCT	12.82
CCDC85B	22.15
TMEM131	5.43
TMEM70	30.08
RPS6KB2	36.16
RMI2	0.26
TOM1L2	10.74
GPR156	0.0
B3GNTL1	2.3
FSCN1	15.37
NR2F1	9.62
AURKAIP1	127.38
TTLL11	2.35
PRIMA1	0.2
MOCOS	10.78
MSRA	49.69
CTDNEP1	22.28
ETV4	0.38
GAPT	0.32
BAIAP2	133.28
CREG2	0.28
DLX6	0.04
PLD1	5.38
ZDHHC21	0.28
TSPEAR	1.8
PLEKHF2	3.9
ARL4D	55.94
DOK7	1.52
LRRN1	0.19
UBE2O	6.38
ORAI3	24.58
KLHL38	0.0
UNC119B	4.24
DENND2C	2.16
PLEKHD1	0.02
ASCL3	0.0
TUBB6	21.32
LYSMD3	10.21
AMIGO3	0.0
B3GALT6	15.08
C11orf16	0.09
TMPRSS7	0.0
JAKMIP2	2.91
TPRN	3.99
ZNF683	0.28
AIM1L	0.6
DLG1	12.68
IP6K1	6.78
SSNA1	56.5
CHMP6	12.62
MC5R	0.0
TMEM39A	8.46
TCP11L1	0.87
GPX2	4.67
CCDC57	146.38
HSF5	0.0
BNIP3	48.04
ENTHD1	0.0
MYPOP	4.03
LRRTM4	2.27
ATAD5	0.13
SMIM19	25.48
OR11H6	0.0
RTTN	2.35
ANAPC2	18.8
SEC31B	8.11
SLC35G1	2.71
ZSCAN2	4.44
SART3	9.12
B3GNT4	0.3
HSD11B2	5.47
CRLF3	4.46
RNPEP	20.03
DMRTA1	1.81
ARHGAP15	1.2
DNAJC30	8.47
VPS37D	13.34
SYNE3	2.43
CLK2	15.37
LPCAT4	3.17
SLCO3A1	2.29
PAX2	0.16
DIRAS1	0.1
PHLDB3	17.93
GNG7	2.91
KIAA2018	3.02
OR4C3	0.0
MAP3K9	0.76
EXOSC7	24.34
CNTD1	0.06
CNBD1	0.0
KBTBD11	9.05
B3GNT5	0.1
MAP3K19	0.0
LMNB2	7.74
RMDN1	15.34
HORMAD2	0.36
KIFAP3	2.53
MYO1D	7.07
FOXL1	0.07
FOXC2	0.13
BDNF	0.0
ACSF3	17.23
BOK	67.48
PFN4	0.12
CDK5R1	0.49
TCERG1L	0.03
NCKAP5	1.06
RUFY1	16.1
MCM6	0.87
VSIG10	5.12
IRX5	0.0
METRNL	4.35
GRIN1	0.0
PXMP2	319.48
REXO2	26.81
OR51T1	0.0
MAMSTR	0.22
C8G	425.25
EFCAB5	0.06
GCNT4	0.09
MUC20	6.85
SHMT1	419.5
DPP7	54.1
SEC24C	35.76
FMR1NB	0.0
SMCR8	1.63
MTHFR	6.51
MTX3	1.22
FBXO46	3.83
ZDHHC13	0.63
SLC38A9	13.61
ACER2	0.2
WDR73	5.18
POLE	88.51
FAM109B	1.06
SCN4B	0.24
PTPN23	8.11
ZDHHC22	0.0
ZBTB34	0.79
ULK1	23.11
MLH1	15.29
RIMKLA	0.05
CLVS1	0.2
RPS6KA3	7.04
B3GNT8	0.7
PUS1	30.43
SPACA4	0.31
TRIM72	0.03
KCNA3	0.2
GJD4	0.12
KCNA2	0.0
TOP3A	10.11
CASKIN2	8.36
ZBTB38	4.29
C10orf71	0.0
LRRN4CL	0.76
TIMM22	4.83
PPFIA3	5.52
KLHL20	7.21
UBE2U	0.0
PAWR	7.2
TGIF1	13.93
MIEF2	5.49
NIM1K	0.28
C8orf47	8.5
RGS11	1.07
NR2C2	4.66
OLIG3	0.0
PTRF	8.83
RBM44	0.0
ZBED2	0.0
IRX3	0.23
SLC46A1	18.59
ST8SIA3	0.04
OR2B11	0.0
RABEP2	5.4
NHLH2	0.0
ATOX1	63.74
FAM187B	0.06
SAMD12	0.5
PLXNA2	2.24
JUN	22.87
PGBD5	2.53
GBA	16.2
ACAD9	17.66
MBOAT4	0.0
C2orf57	0.0
AGTRAP	11.71
NAALADL2	0.49
ANKRD13A	10.1
FAM20C	56.7
PVRL3	8.28
KIAA0195	23.33
FLII	59.1
SOX12	12.71
HNRNPA0	32.27
YIPF7	0.08
MYOZ1	0.05
ZNF518A	0.64
TMEM187	9.63
CCDC23	4.7
C12orf68	0.25
ZBTB41	0.29
CAPZA3	0.14
MAMDC4	104.19
BAIAP2L1	20.22
TRAF4	47.67
IMP3	42.75
ODF3B	18.24
C2orf73	0.0
PAG1	0.99
DMAP1	15.41
FAM26E	0.07
ALS2CL	21.3
MLF1	0.21
PRSS42	0.41
NDUFAF3	82.12
GPATCH1	3.64
C2orf69	3.06
GRAMD1C	2.98
STAP2	139.81
TSSK6	1.25
DALRD3	11.0
ZNF518B	0.93
AMER3	0.09
ZNF366	0.48
LCORL	0.66
PARD6G	1.84
ZC3H12D	0.73
NT5C2	9.22
PLEC	15.39
SH2D4B	0.0
RNF212	0.25
PRSS36	4.9
GALNT11	14.44
SLITRK1	0.03
MCAM	4.21
WDR6	29.53
TMPRSS9	3.48
AQP11	6.64
TMEM11	16.92
KCNG2	0.19
SHISA3	0.0
GPC4	0.32
CALML3	0.52
PLEKHM3	1.23
C1orf65	0.0
FAM220A	6.79
DNAJC22	54.31
NEUROG2	0.0
MBNL3	10.73
BEND3	1.01
NT5DC1	14.51
GLDC	66.62
MCMDC2	0.1
P4HTM	8.85
UCN3	0.0
KLHL11	0.68
CAMSAP3	23.27
AMBN	0.0
CA8	0.02
CD28	0.81
EPM2AIP1	1.95
ERBB4	0.01
MAF	32.28
CTNNBIP1	9.18
OTOS	0.0
ERN1	4.48
GPR35	0.41
C10orf53	0.27
CSRNP3	0.17
PARP10	41.91
KDM7A	1.12
XAB2	13.21
SUZ12	2.64
KCTD12	1.37
GRINA	208.77
THBD	1.02
FAM132B	0.8
FAM219B	9.51
CPNE7	0.16
RIIAD1	0.0
MPI	20.62
OPLAH	26.91
TMEM139	5.9
RNF186	0.3
MSC	0.5
APOLD1	0.35
FAM101A	0.04
DPY19L3	1.56
NMRK2	0.0
FOXE1	0.0
PFAS	8.21
HYI	83.96
C17orf62	21.48
GAK	35.0
ZBTB7A	9.35
DGKD	6.54
C1orf173	0.12
RMI1	1.01
CTC1	8.05
SNX18	5.86
EXD1	0.16
CTTNBP2	0.38
TAS1R2	0.0
C14orf39	0.0
KLHDC7A	4.18
RRS1	24.91
EXOC3L1	2.12
RCC2	13.11
ACTL6B	0.63
CYC1	195.7
PER1	12.88
RARB	1.12
TMTC2	0.22
FARSA	58.4
C10orf67	0.11
SAMD4B	36.75
ALOXE3	0.0
EDC3	6.42
TCAIM	9.63
TOP2B	10.05
TMEM125	0.56
CALR	660.34
LDLRAD3	2.79
CDH4	0.38
C2orf71	0.0
TM9SF3	12.95
GADD45GIP1	65.8
DAND5	0.29
TMEM151A	0.17
PTPN11	20.92
NSUN7	0.4
CLK3	20.24
ETV1	0.54
GATA2	0.42
ARID3B	1.73
PACS2	13.98
EGR3	0.0
C1orf101	0.57
GPC5	1.35
VWA1	222.88
DNAJB8	0.0
GEMIN4	3.79
FJX1	1.54
KLHL28	0.95
ZBTB18	5.57
C14orf28	3.2
ALOX12B	0.06
SLC17A8	0.13
SHARPIN	50.87
PPP1R12B	2.97
DNHD1	8.21
SLITRK4	0.01
HTR1D	0.09
GCC1	7.59
LSMEM2	0.12
RNF151	0.09
CIITA	2.12
ZFPM1	32.42
PLD6	1.88
DNAJC10	7.16
GPHB5	0.0
GRM8	0.09
CDC42EP4	26.72
ZBTB42	4.29
TPPP2	4.25
FCER1A	2.22
RPRML	0.14
ARL14	0.06
PIPOX	234.0
FOXS1	0.17
ATOH7	0.2
CDH5	7.93
LRRC3B	0.16
IL4R	29.59
SERTAD2	4.5
AKAP5	0.2
GIPC3	0.56
CITED4	70.45
C1orf194	0.0
B3GNT3	0.86
GPBAR1	0.81
PAK3	0.37
BBS10	1.43
PUF60	83.34
TSHZ1	8.9
PSTK	2.83
CAPN6	0.14
ZADH2	33.96
ZNF48	3.02
C3orf80	0.03
NKX2-6	0.0
TMEM150B	1.26
TMEM86B	19.36
SEPT1	3.94
TRNAU1AP	5.35
DCX	0.0
C12orf40	0.02
FAHD1	46.81
TDRP	6.59
MYLPF	0.25
F2	1065.72
PRKRA	7.82
ZNRF2	9.67
RRH	0.0
SLC9A4	0.05
FGD6	0.7
GPR144	0.0
GPR139	0.0
PLD5	0.07
SPAG6	0.07
OAZ2	70.8
PNPLA1	0.08
ALX1	0.0
CCDC43	2.28
KCTD4	0.0
FZD2	0.26
TIGD2	5.16
CCDC129	0.0
EXOSC5	14.31
HCLS1	9.93
MTURN	0.73
ZNF609	7.88
CCDC66	1.51
MCFD2	35.78
HARBI1	2.16
DYNC1I2	11.12
SERTM1	0.0
GAS1	1.57
HMHA1	17.95
GLIPR1L2	1.38
FAM73A	1.6
NRIP1	3.86
APBB1IP	23.22
BHLHA15	2.31
RNF182	0.0
FUT7	0.2
MB21D2	0.24
GSX2	0.0
SSTR2	0.92
PCGF5	12.9
SLC47A2	0.34
YOD1	1.11
TMEM64	10.03
SHISA2	0.05
S1PR5	0.56
FAM76B	2.86
CLRN3	20.18
GPR157	7.01
CHST13	120.02
AGTR2	0.0
SLC36A4	1.08
ZDHHC20	8.31
OR51E1	0.0
ARSJ	0.65
SIRT6	7.77
BHLHE22	0.07
MAP6D1	0.43
GREM2	7.48
C11orf42	0.46
TYR	0.0
CAPS2	1.11
CUEDC1	3.81
SCRIB	27.44
KCTD2	6.91
D2HGDH	29.97
OXTR	0.08
CMTR2	2.45
FAM83H	10.6
GPR62	0.17
POLD3	3.09
ST20	4.65
OR52E4	0.0
MRPL14	118.62
GPR137C	0.16
ACTN2	0.46
BBS12	0.14
LSMEM1	1.9
NQO1	0.33
FKRP	8.97
TRAPPC5	129.72
CAPZB	70.1
RPH3AL	17.75
SLC25A42	73.57
FCRL6	0.52
SLC26A11	4.57
CHRM2	0.22
MAPK15	0.26
EHMT1	24.22
ADIPOQ	0.09
F2R	2.38
MUC16	0.0
PENK	0.0
C4orf50	0.0
ZNF746	5.48
POLR2A	15.97
NAALAD2	0.33
TMEM132C	0.0
SLC25A41	0.37
TMEM136	0.45
TMEM102	4.27
TMEM132E	0.4
NME9	0.31
HEPHL1	0.0
FAM211A	0.7
JADE1	6.45
OFCC1	0.0
CCDC108	0.06
OGFOD3	21.98
AATK	0.62
ZNF467	8.93
SLC25A43	6.17
SOX2	0.0
RAP2B	1.8
ZBTB2	1.88
ACBD4	66.15
SGSH	9.24
UBE2A	10.38
MAB21L2	0.48
FANCB	0.03
SETD2	10.03
TMIE	1.67
MEX3D	9.01
FGFR1	6.41
GPR135	0.23
P2RY13	0.56
TNFSF15	0.09
ATG9B	1.3
GPR88	1.55
PLAG1	0.09
YIPF6	14.64
ZBTB20	1.26
C3orf58	4.33
C5orf30	0.19
AMIGO1	1.93
TMEM252	0.24
ODF3L2	0.19
OR5AS1	0.0
SMC1B	0.02
SIAH2	35.78
OR6S1	0.0
SLC9A9	1.23
LSM10	38.73
RELL1	3.2
RFX7	1.3
SLC35C1	25.08
TTC22	2.35
FBLN1	2.66
TIGIT	0.55
SLC2A4	16.17
IBA57	5.22
CLDN7	12.98
C5orf24	21.84
ADO	2.71
OR4P4	0.0
ITGA8	0.28
PRKAG1	23.73
NEUROG1	0.0
CCDC149	3.59
RTKN2	0.02
CHST15	3.65
CST7	3.21
USH1G	0.0
MGAT4C	0.0
IDH2	150.88
TMEM259	138.72
TMEM30B	6.23
MAP2	0.54
DEXI	54.29
FAM89A	4.1
KCNIP1	0.04
TDRKH	1.53
IST1	26.15
ERCC6L2	4.04
ENPP7	13.34
CREB3L2	5.07
P2RY8	0.77
UNC5C	0.08
TSEN54	9.55
RGMA	0.17
UBA7	20.52
RAD51B	0.53
EXT1	35.46
MOB2	17.83
HHIPL1	0.26
BACE2	1.88
UBE2E2	9.25
SYNM	3.19
ARAF	48.01
KCNA4	0.0
NLRP10	0.0
FIGN	0.81
TMIGD1	0.0
MCCC1	20.33
GLTPD2	72.79
ZNF804B	0.0
LAMP3	0.1
KBTBD3	3.14
YBEY	6.28
NXPH4	0.12
FAP	0.0
OTOL1	0.0
KCNK4	0.0
TSHZ2	1.28
CAPN12	11.82
XKRX	0.03
LHFPL1	0.0
PHTF2	1.41
NEBL	0.66
FES	17.23
TBPL2	3.37
CAV3	0.0
LIMK2	3.6
MFSD5	6.51
ADI1	223.71
ACER3	1.79
CLEC4G	38.24
NXPH3	0.1
CSF1R	7.31
EPHB3	0.66
ACTL10	0.44
EPGN	0.0
UBE2K	112.33
HS3ST4	0.09
TRAK1	12.71
TSPAN10	3.0
PLCB1	0.67
SKA2	6.33
RXFP3	0.0
CCDC172	0.04
PIK3C3	7.83
NTM	0.2
TTC3	12.28
KCNB2	0.0
BRICD5	4.09
TSKU	174.43
RGS6	0.16
HOXB4	0.39
SLC35D3	0.0
PAQR7	4.03
PAPPA	0.0
MAFA	0.0
GRID1	0.2
C12orf5	2.42
CCDC87	0.08
C1orf116	0.28
DDX28	3.84
ACBD3	8.6
PLCXD3	0.03
VMO1	6.45
TULP3	1.89
LCK	2.72
GALNT9	0.15
RBM10	16.22
GPR97	0.15
TCHHL1	0.0
RGS7	0.0
SYNJ2	2.53
SLC25A18	33.27
C11orf54	26.43
CEP63	9.64
OTOP3	0.0
ODF3L1	0.0
GJC1	0.45
SOX1	0.02
CNOT10	6.94
MTA1	45.7
CADM1	41.09
PYCR1	4.2
LSMD1	78.77
PPP2R5C	32.99
SLC25A21	2.2
PCP4	0.0
ABAT	142.1
CAMK1D	15.92
RBFOX1	0.16
LYSMD4	4.84
WBP2NL	0.14
NKX2-5	0.36
AFMID	168.35
GAS6	8.83
FREM3	0.0
BEGAIN	0.58
FAM43B	0.11
CSMD1	0.0
CALHM3	0.0
PTGDR2	0.41
CEP57L1	2.8
FANCF	1.43
GABRR3	0.0
C2CD4C	1.0
EDN1	0.36
CTD-3193O13.9	0.21
DDX41	40.43
ABHD16B	5.2
CCDC60	0.0
CCBE1	1.21
MLLT10	5.93
ZNF623	2.35
CCDC125	5.59
C15orf60	0.0
BCOR	7.0
JRKL	0.99
C10orf107	0.0
OVCH2	0.07
SYNDIG1L	0.03
FHL3	3.56
PMCH	0.0
TMEM89	0.0
C19orf71	2.45
CCDC159	14.74
RIPK4	7.2
ADCYAP1R1	0.15
LRIT3	0.05
GRIN2A	0.02
URAD	0.0
ASB7	2.11
SH2D7	0.0
GPR132	0.38
FGF20	0.0
MEX3B	0.26
FAM46C	0.25
COA5	18.71
UTP11L	9.98
PSMG1	16.99
PRR14L	4.05
ACSM5	105.37
C10orf120	0.0
FOLR4	0.0
PCBP3	0.88
P2RY10	0.1
PGPEP1L	0.0
ZNRF3	6.56
FBXL7	0.68
GKN2	0.0
FAM167B	13.29
MRPL54	68.1
ITM2A	2.24
ZNF438	1.74
HMCES	26.68
CCR3	0.07
RP1L1	0.55
C11orf88	0.1
MARCH11	0.0
KLHL25	3.37
NRD1	45.62
FAM19A1	0.0
GPR1	0.1
FAM101B	2.55
EFHC2	0.0
NOG	0.04
OPCML	0.27
CMTM4	3.27
TMEM50A	21.41
NPBWR1	0.25
CBX6	4.76
MACC1	0.39
TBL3	16.51
PAPL	0.51
KREMEN1	2.96
TRAIP	0.26
CHEK2	3.57
FOXL2	0.0
KCTD16	0.0
B3GALT5	0.07
ZNF703	1.87
SLC35F3	0.0
TUBA8	2.76
EMILIN3	0.12
TNRC6C	1.96
OLFML1	1.18
CCR4	0.26
ANKRD45	0.3
MAATS1	0.33
CBFA2T2	3.82
FAM3B	0.42
IQGAP3	0.1
TOB2	17.69
SCN5A	0.0
ARSI	0.21
LRRC55	0.34
