GENE_NAME	human
SLC23A1	42.74
TP63	0.2
NPAS2	12.99
KISS1	0.62
LONRF2	0.94
PFKFB3	22.13
TMC7	0.47
CACNG3	0.0
ALPK1	6.21
CDH2	7.54
IRX2	6.95
SIX2	0.22
DLGAP1	1.26
NUDCD2	11.7
LLGL2	118.92
IRF2BP1	11.1
HSPA4	20.61
FOXA3	0.72
SLC26A5	0.21
SGCD	0.08
RNF34	12.23
PDE8A	18.14
TRABD	29.61
MURC	0.09
ZNF296	0.9
HOXB9	8.72
TTLL6	5.18
POLH	1.68
SYT9	1.37
CLCN4	1.59
KCNS3	2.19
KIF5B	15.63
GPR37	0.06
AKAP13	15.57
CDCA4	1.08
SDR16C5	0.0
DYDC1	0.52
CHCHD7	18.79
HTRA3	2.8
NLE1	2.67
FOXN2	0.71
BFSP2	0.2
FSHR	0.0
CEL	9.31
PPM1D	1.26
KBTBD2	5.86
MINA	8.13
KIAA0232	7.47
MTSS1	16.49
TMEM43	10.57
RNF139	2.91
RPS9	1019.64
CYTL1	0.0
FNDC8	0.0
TRH	0.0
MSANTD4	2.12
OSCAR	0.9
PAQR8	0.88
TANC2	2.32
PKHD1	4.04
PRKCDBP	7.23
DCDC1	0.36
HAS2	0.0
KDM5A	6.3
PDGFD	1.97
DDI1	0.0
HS6ST2	1.77
PYGO1	0.08
LRRC8E	1.35
PKIA	1.75
ADAM11	0.39
OR13H1	0.0
FEZ2	16.1
ALK	0.05
NIPAL3	8.75
PPP2R3A	10.99
MTM1	3.59
INSR	21.16
MFN1	6.01
GIMAP8	3.32
NRTN	6.0
KCNMB3	0.57
KCNG3	0.02
PRKCE	6.32
OR2K2	0.0
JAGN1	11.41
TADA3	27.53
SOCS5	1.91
MORN4	12.11
ZNF672	16.36
ZNF692	20.56
ABCB11	0.0
NAIF1	2.56
RBKS	22.78
GRIK1	0.1
TRIM8	82.27
DHRS9	0.04
NETO2	0.74
SCAND1	67.36
LRG1	7.59
SHCBP1	2.49
CD5L	0.11
SOSTDC1	1.15
NPTX1	0.14
GAA	74.3
CANT1	12.95
KCNK3	0.55
CHST11	3.38
CHD7	2.58
PTGS2	0.75
LURAP1	4.35
CLCN5	13.13
KCND3	0.82
KRT9	0.0
PDE7B	1.7
KRT20	0.0
GLOD5	9.22
KSR2	0.83
MCC	2.01
ZBTB26	0.42
MAP3K13	10.14
DSEL	0.67
POLR1C	11.81
ASXL1	15.26
DLK2	0.29
ZNF318	2.63
WIPF2	10.47
HOPX	2.02
ST6GAL1	42.38
LRRC8C	0.64
MROH2B	0.0
OR1N2	0.0
COL24A1	0.28
ETFDH	27.87
RXFP1	0.37
LPAR3	0.08
PTGER4	4.15
OTP	0.0
ECEL1	0.15
BCL2L1	86.59
FGG	0.96
AP2B1	42.07
PICALM	48.25
FGB	3.0
PLRG1	12.37
DNAI2	0.03
NMUR1	0.28
CLSTN1	92.3
NSF	7.45
PIK3CD	3.83
SLC25A33	3.46
ENC1	1.27
SPSB1	9.11
P2RY6	6.74
S100Z	0.04
GPR82	0.42
GPR34	0.13
ATF7IP	2.84
RGS19	2.49
TCEA2	63.62
ANO5	0.74
HDAC3	26.31
C1orf111	0.3
GPHN	19.3
VAT1L	0.67
CLASP1	4.89
TMEM51	19.1
CAMTA1	83.06
LGALS4	1.85
LRRC34	0.87
PAH	115.05
SPATA5L1	2.71
GATM	202.22
NXNL1	0.0
RASGRP4	0.71
MRPS34	85.18
NHLH1	0.0
SLFNL1	0.59
BCL2	2.06
RHNO1	5.21
CTPS1	6.46
KNDC1	0.69
METTL18	1.04
COL8A2	0.19
NOTCH3	14.94
PCDHB1	0.05
ANGPTL7	0.13
FBXL14	5.35
EXOSC10	15.53
MLLT3	4.52
TRAPPC12	30.05
RNMTL1	10.28
PTEN	7.65
PRNP	55.73
ADRA1D	0.07
PPP2R2C	0.1
FRMD5	0.23
AQP4	0.21
TLN2	19.46
ZNF217	2.37
SCG2	0.14
ATPAF2	31.08
CYP4F22	0.07
FOXB1	0.0
PPIH	18.4
C20orf196	2.3
JMJD1C	4.63
SYNPO	55.08
THOP1	14.14
GAP43	0.04
EPHX4	0.27
LAMB2	263.58
USP19	16.43
QARS	96.15
TAC1	0.06
CDHR2	44.73
KLF11	4.69
LRRC15	0.06
EIF2AK3	3.4
MOB3A	7.21
NME6	7.72
CD8B	0.66
CALB2	0.0
SNCB	0.09
SLC9C1	0.07
FRMD3	4.48
SNTB1	7.13
MTBP	0.34
MALT1	4.6
ISG20	7.94
TSG101	36.36
MBOAT1	2.67
ID4	10.01
GPR22	0.0
CXCR6	0.05
CEBPB	18.22
ATOH1	0.0
C5orf34	0.46
NEGR1	7.37
DPAGT1	13.54
BSG	742.12
HINFP	10.26
OR10V1	0.0
CERS6	2.97
ATP2A3	8.04
SPTLC3	6.7
B3GALT1	0.03
OR5A1	0.0
POP7	21.45
ALG14	7.7
CA12	214.98
SUCLG2	60.7
STARD5	1.0
CSDC2	65.75
IL16	1.22
ABCG4	0.13
GNB2	168.06
CCDC11	1.54
FAM195A	81.61
MGLL	47.2
C2CD2L	25.77
GNG12	18.46
PRSS27	0.95
MYOZ2	0.21
SYNPO2	1.02
DNAJB7	0.05
NTN4	25.52
EFCAB3	0.0
TTC36	24.9
RSPH9	0.49
GTPBP2	22.68
IL17D	0.33
OR5AR1	0.0
FUT9	0.01
BCS1L	19.13
ZNF24	4.69
MANEA	1.19
AFF1	7.13
ACOT12	1.04
FIBP	49.04
CARNS1	0.89
NUAK1	1.17
BANP	5.13
PPP1CA	101.03
HCFC1	13.76
FAM170B	0.0
CTSW	0.82
NIPAL4	0.0
SNTG2	0.6
FNDC9	0.06
PDE3A	0.74
ZNF263	7.45
DPP8	3.49
RASGRP1	1.34
KLHL6	1.26
CHCHD1	31.59
MRPL52	79.68
SMPDL3A	5.91
RAD9A	10.41
EFEMP2	38.51
TMEM134	62.02
SLC24A1	3.5
ZMAT3	1.28
ZFAND4	2.85
THEMIS	0.01
MOS	0.0
CORO1B	63.48
FUT10	2.29
LRRC20	2.18
ZNF532	4.3
MUS81	27.18
PURG	0.22
EFCAB12	0.98
SCARF1	5.12
FAM192A	34.18
RAB43	13.35
FADS6	1.44
RAB37	6.23
SNX32	0.58
CYP7B1	1.53
OVOL1	4.63
LMAN1	13.07
CES4A	15.2
PDP2	3.9
KRT2	0.0
METAP1D	1.8
EGFL7	76.17
PTPLAD1	22.99
DHCR7	31.43
AQPEP	0.0
NBEA	1.39
MRGPRF	10.21
OXSR1	8.42
IPCEF1	1.08
LCLAT1	3.29
KAT5	32.23
GXYLT2	0.41
DCAKD	26.72
ARPP21	0.41
ZZEF1	5.38
CCDC96	1.43
RELA	28.89
EVC2	1.02
FAM222B	9.25
RXFP4	0.0
HPSE	0.49
NOX3	0.0
COQ2	3.56
CCDC63	0.0
LRRN3	0.0
KDM2A	14.53
ADCK5	5.62
NOC3L	0.95
RHOD	15.11
RAPH1	2.1
ADCY5	4.0
ABCD2	0.02
AHSA2	44.22
ABLIM3	41.34
CX3CL1	21.96
SLC12A1	63.44
MAB21L3	1.2
VANGL1	1.68
IQCB1	2.84
SYT12	0.28
GOLGB1	24.93
C11orf86	0.57
LIPM	0.0
GPR151	0.0
DMRT2	15.98
C19orf10	68.25
PLAC8L1	0.2
GPR137	60.45
SNCG	20.59
MMRN2	10.36
TNKS	1.73
PPP1R3B	2.4
ANO8	6.05
STOX2	1.31
MAP3K11	54.3
TRIB1	4.58
SFT2D3	0.0
C1QB	19.47
C1QA	16.54
NDNF	10.49
TUBE1	4.33
DAG1	21.89
INSM1	0.0
NAA20	39.01
CCDC36	0.4
ARHGEF10L	50.68
EHBP1L1	12.42
TMEM196	0.0
SSSCA1	27.33
AGR3	0.19
PTPRM	26.09
TXK	0.61
VEGFB	108.86
PEAK1	3.04
MST1	355.38
GMPPB	13.11
MOB1B	4.68
SNX33	9.23
C2orf70	0.14
NABP1	3.12
WSCD2	0.74
GPR113	0.74
XCR1	0.0
CCDC106	32.34
CCR9	0.05
CCDC41	2.18
PC	135.89
KCNQ2	0.0
SCAI	0.41
GPRC6A	0.0
LRFN4	4.42
TRAPPC3L	0.27
SLC19A1	7.61
HSPB7	4.38
RCE1	9.12
TAS1R1	0.09
TACR2	0.11
CXorf23	1.45
PSMD1	28.96
GPR64	0.19
MUC13	4.0
SUSD5	0.15
HEG1	7.4
WFIKKN2	0.02
C1orf100	0.15
CD7	0.79
TOPAZ1	0.0
CNP	29.41
JUP	81.0
HAP1	0.73
SPATA20	32.57
TDRD12	0.32
ENDOV	19.35
RNF213	34.84
KCNH6	30.5
MARCH10	1.6
PLK3	2.95
DPY19L1	1.43
SRI	51.06
PHOSPHO1	0.85
PHC3	4.9
GPR160	11.82
CBX2	0.35
SPTBN2	65.39
GOLIM4	22.32
KRT28	0.0
C1QTNF1	8.93
EIF4G3	7.63
SWSAP1	2.5
SLCO4C1	3.3
LRRC63	0.0
TCAP	1.16
CCS	55.56
NUP37	2.83
NRROS	0.77
KLHL15	0.53
FBXO45	0.97
SPERT	0.0
FAM46D	0.0
SLC25A30	11.32
CD34	22.08
CTSF	52.53
MSRB3	3.61
SEMA3A	0.02
C16orf91	8.11
FAM174A	20.3
RGMB	2.02
FAM53A	1.3
KIAA1239	0.0
CYB561D1	3.04
GTSE1	0.46
ZDHHC24	13.38
TRMT10C	2.09
SELP	1.48
CTU2	6.7
MGA	1.19
C12orf66	1.4
SNX31	0.12
PRPF8	73.97
SEMA3C	2.38
DDX23	31.96
ZNHIT2	5.62
EVX2	0.0
ZBTB4	20.6
ZHX3	11.64
PHLDA3	9.05
SLC16A11	2.9
SLC16A13	12.27
CHRNA9	0.0
EXO1	0.35
RALGAPA1	5.11
ACAT1	272.94
LIG4	1.8
TRHR	0.0
ABRA	0.0
ATP2A2	26.57
ZWILCH	1.09
VWC2L	0.03
GRAMD4	11.15
GALNTL6	0.0
LINGO2	0.18
DENND4A	3.6
SLC26A9	4.72
MFSD4	14.57
PELI3	5.12
CACNA1G	0.07
CELSR1	12.01
TTC9B	0.22
MYO1H	0.12
TMEM81	2.43
IL20RB	0.03
NPAS4	0.02
WNT8B	0.93
ANGEL2	4.48
UGT8	4.36
KY	0.29
IQCK	9.79
SLCO2A1	52.09
BRSK2	0.62
LEP	0.11
SH3PXD2B	1.28
KIAA1551	2.05
NR1D2	1.96
RPL15	406.85
C4orf32	3.11
HRAS	63.85
WDR49	0.06
SRP72	12.25
SLC25A40	2.37
PCP2	10.71
CEP135	1.81
FZD4	12.09
DENND6A	2.28
PDE12	3.41
TIMM21	21.5
CATSPERD	0.14
ADD2	0.03
C3orf33	1.4
SEZ6L2	8.02
ASPHD1	6.78
KCTD13	9.49
P2RY14	0.23
AMZ1	0.15
GPR171	0.0
GPR149	0.0
FGF4	0.0
CD164L2	1.22
FUT1	1.55
DHX36	6.49
FBXW8	1.84
CA5A	0.26
KLC2	16.08
SLC22A1	2.59
RASAL2	1.42
CHST2	4.25
ZDHHC14	5.15
ATR	7.57
GK5	3.15
VCPIP1	1.08
RTP1	0.0
DES	1.39
VPS9D1	14.98
SPSB4	0.18
RAG2	0.36
TRAF6	2.07
PACS1	32.94
WFDC5	0.0
SH3BP5L	11.07
YPEL2	7.41
CADM2	0.05
PSMD2	85.17
PPM1E	0.14
INHBC	0.06
PCCA	115.22
TNFRSF12A	27.45
MARK3	31.68
NPPA	0.09
ZNF408	3.09
CKAP5	8.45
ARHGAP1	24.86
MED16	27.46
ATG13	30.1
GAL3ST3	0.57
CHST1	1.26
SLC25A3	314.76
VWA3A	0.24
TP53I11	16.25
DOLK	6.37
PHYHD1	63.48
ANKS4B	7.02
FNDC3B	6.83
GRAMD2	4.5
ISX	0.12
TMEM9B	25.49
NRIP3	1.0
SCUBE2	0.46
FOSL2	38.24
SMAD2	20.07
CLTB	123.7
LPL	2.71
RFESD	0.43
TBC1D10C	1.63
PPP2R2D	18.13
MCTP1	0.3
OR52W1	0.0
DPP10	0.2
CACNG4	0.04
GPR152	0.0
UBQLNL	0.16
UBQLN3	0.0
LIPT2	2.22
KCNE3	8.43
CABP4	0.62
LONRF3	0.72
UCP3	0.23
FRYL	5.81
UCP2	13.33
P2RY2	1.03
SUGCT	33.2
CCDC85B	13.12
TMEM131	6.45
TMEM70	9.4
RPS6KB2	23.18
RMI2	1.79
TOM1L2	30.59
GPR156	0.09
B3GNTL1	2.34
FSCN1	7.32
NR2F1	12.73
AURKAIP1	145.8
TTLL11	1.28
PRIMA1	0.18
MOCOS	0.92
MSRA	125.45
CTDNEP1	68.89
ETV4	2.25
GAPT	0.17
BAIAP2	55.8
CREG2	0.35
DLX6	0.0
PLD1	8.13
ZDHHC21	1.62
TSPEAR	0.09
PLEKHF2	3.48
ARL4D	31.09
DOK7	0.93
LRRN1	0.04
UBE2O	5.24
ORAI3	16.38
KLHL38	0.0
UNC119B	19.28
DENND2C	0.51
PLEKHD1	1.21
ASCL3	0.0
TUBB6	31.58
LYSMD3	3.16
AMIGO3	1.05
B3GALT6	6.14
C11orf16	0.23
TMPRSS7	0.02
JAKMIP2	0.13
TPRN	50.1
ZNF683	0.0
AIM1L	0.95
DLG1	12.0
IP6K1	11.66
SSNA1	63.57
CHMP6	11.33
MC5R	0.0
TMEM39A	4.21
TCP11L1	3.47
GPX2	19.42
CCDC57	26.99
HSF5	0.0
BNIP3	56.5
ENTHD1	0.0
MYPOP	8.03
LRRTM4	1.65
ATAD5	0.19
SMIM19	25.29
OR11H6	0.0
RTTN	2.75
ANAPC2	23.37
SEC31B	7.33
SLC35G1	0.78
ZSCAN2	6.05
SART3	10.61
B3GNT4	2.82
HSD11B2	333.77
CRLF3	2.76
RNPEP	27.35
DMRTA1	0.57
ARHGAP15	1.72
DNAJC30	8.04
VPS37D	11.52
SYNE3	0.7
CLK2	19.75
LPCAT4	14.62
SLCO3A1	6.24
PAX2	45.92
DIRAS1	2.72
PHLDB3	6.29
GNG7	6.55
KIAA2018	2.32
OR4C3	0.0
MAP3K9	1.21
EXOSC7	30.13
CNTD1	0.62
CNBD1	0.23
KBTBD11	7.82
B3GNT5	0.89
MAP3K19	0.0
LMNB2	11.29
RMDN1	14.73
HORMAD2	0.03
KIFAP3	9.73
MYO1D	15.17
FOXL1	0.38
FOXC2	2.37
BDNF	0.1
ACSF3	20.64
BOK	16.03
PFN4	0.38
CDK5R1	0.59
TCERG1L	0.01
NCKAP5	3.33
RUFY1	24.47
MCM6	3.87
VSIG10	3.92
IRX5	0.66
METRNL	65.56
GRIN1	0.07
PXMP2	82.47
REXO2	62.37
OR51T1	0.0
MAMSTR	0.62
C8G	18.3
EFCAB5	0.29
GCNT4	0.23
MUC20	39.25
SHMT1	211.83
DPP7	97.8
SEC24C	29.16
FMR1NB	0.06
SMCR8	1.95
MTHFR	11.01
MTX3	0.85
FBXO46	3.16
ZDHHC13	1.63
SLC38A9	5.86
ACER2	0.92
WDR73	10.63
POLE	7.26
FAM109B	2.43
SCN4B	0.33
PTPN23	15.6
ZDHHC22	0.02
ZBTB34	1.13
ULK1	20.97
MLH1	11.94
RIMKLA	0.44
CLVS1	0.1
RPS6KA3	4.74
B3GNT8	2.0
PUS1	9.99
SPACA4	0.0
TRIM72	0.0
KCNA3	0.05
GJD4	0.14
KCNA2	0.02
TOP3A	6.32
CASKIN2	18.84
ZBTB38	11.47
C10orf71	0.16
LRRN4CL	0.52
TIMM22	5.83
PPFIA3	7.75
KLHL20	4.96
UBE2U	0.13
PAWR	7.62
TGIF1	13.97
MIEF2	7.13
NIM1K	0.18
C8orf47	5.01
RGS11	1.45
NR2C2	2.96
OLIG3	0.0
PTRF	25.46
RBM44	0.32
ZBED2	0.03
IRX3	6.85
SLC46A1	10.12
ST8SIA3	0.0
OR2B11	0.0
RABEP2	18.57
NHLH2	0.0
ATOX1	106.02
FAM187B	0.0
SAMD12	1.94
PLXNA2	2.35
JUN	32.18
PGBD5	1.29
GBA	34.24
ACAD9	21.03
MBOAT4	0.05
C2orf57	0.0
AGTRAP	53.21
NAALADL2	0.42
ANKRD13A	13.56
FAM20C	72.32
PVRL3	2.44
KIAA0195	48.49
FLII	107.71
SOX12	11.34
HNRNPA0	22.75
YIPF7	0.07
MYOZ1	1.82
ZNF518A	2.52
TMEM187	7.09
CCDC23	7.59
C12orf68	0.54
ZBTB41	0.6
CAPZA3	0.11
MAMDC4	5.88
BAIAP2L1	7.24
TRAF4	49.09
IMP3	27.25
ODF3B	17.15
C2orf73	0.3
PAG1	0.78
DMAP1	18.33
FAM26E	0.92
ALS2CL	100.25
MLF1	5.7
PRSS42	1.99
NDUFAF3	120.1
GPATCH1	3.58
C2orf69	1.62
GRAMD1C	4.93
STAP2	67.68
TSSK6	1.03
DALRD3	33.99
ZNF518B	0.66
AMER3	0.06
ZNF366	0.6
LCORL	1.01
PARD6G	5.96
ZC3H12D	0.46
NT5C2	15.13
PLEC	26.99
SH2D4B	0.0
RNF212	7.44
PRSS36	0.82
GALNT11	95.82
SLITRK1	0.01
MCAM	9.87
WDR6	65.89
TMPRSS9	0.16
AQP11	1.9
TMEM11	13.41
KCNG2	2.01
SHISA3	5.0
GPC4	14.38
CALML3	106.06
PLEKHM3	0.92
C1orf65	0.0
FAM220A	3.07
DNAJC22	4.99
NEUROG2	0.0
MBNL3	1.65
BEND3	0.52
NT5DC1	20.47
GLDC	46.16
MCMDC2	0.14
P4HTM	42.11
UCN3	0.18
KLHL11	0.38
CAMSAP3	25.08
AMBN	0.0
CA8	1.01
CD28	0.38
EPM2AIP1	2.1
ERBB4	1.13
MAF	55.78
CTNNBIP1	15.83
OTOS	0.11
ERN1	3.66
GPR35	2.56
C10orf53	0.31
CSRNP3	0.29
PARP10	79.47
KDM7A	1.17
XAB2	35.78
SUZ12	3.04
KCTD12	4.49
GRINA	202.99
THBD	4.41
FAM132B	1.09
FAM219B	23.58
CPNE7	4.43
RIIAD1	0.72
MPI	25.81
OPLAH	27.43
TMEM139	22.64
RNF186	56.88
MSC	1.89
APOLD1	8.0
FAM101A	0.23
DPY19L3	3.54
NMRK2	0.43
FOXE1	0.0
PFAS	6.64
HYI	69.81
C17orf62	40.0
GAK	80.28
ZBTB7A	8.15
DGKD	5.9
C1orf173	0.01
RMI1	0.57
CTC1	8.69
SNX18	3.16
EXD1	0.12
CTTNBP2	1.32
TAS1R2	0.0
C14orf39	0.0
KLHDC7A	8.34
RRS1	6.01
EXOC3L1	7.54
RCC2	11.96
ACTL6B	0.0
CYC1	231.54
PER1	62.06
RARB	1.68
TMTC2	3.1
FARSA	31.83
C10orf67	0.84
SAMD4B	47.1
ALOXE3	0.0
EDC3	6.83
TCAIM	9.25
TOP2B	20.45
TMEM125	10.37
CALR	485.29
LDLRAD3	0.68
CDH4	0.25
C2orf71	0.66
TM9SF3	18.84
GADD45GIP1	66.72
DAND5	0.15
TMEM151A	0.05
PTPN11	19.34
NSUN7	3.67
CLK3	31.52
ETV1	1.25
GATA2	15.7
ARID3B	1.82
PACS2	30.98
EGR3	0.27
C1orf101	0.16
GPC5	1.33
VWA1	60.88
DNAJB8	0.0
GEMIN4	1.66
FJX1	1.76
KLHL28	0.48
ZBTB18	4.21
C14orf28	1.54
ALOX12B	0.15
SLC17A8	0.01
SHARPIN	72.44
PPP1R12B	4.84
DNHD1	6.97
SLITRK4	0.9
HTR1D	0.0
GCC1	2.76
LSMEM2	0.0
RNF151	0.0
CIITA	6.28
ZFPM1	1.82
PLD6	1.1
DNAJC10	11.46
GPHB5	0.0
GRM8	0.02
CDC42EP4	21.94
ZBTB42	5.67
TPPP2	1.08
FCER1A	0.16
RPRML	0.11
ARL14	0.0
PIPOX	147.13
FOXS1	0.37
ATOH7	1.07
CDH5	8.65
LRRC3B	0.0
IL4R	14.77
SERTAD2	3.42
AKAP5	0.27
GIPC3	1.15
CITED4	21.88
C1orf194	0.0
B3GNT3	3.62
GPBAR1	0.5
PAK3	0.18
BBS10	0.83
PUF60	70.66
TSHZ1	9.0
PSTK	1.78
CAPN6	0.47
ZADH2	10.16
ZNF48	2.31
C3orf80	0.0
NKX2-6	0.0
TMEM150B	5.22
TMEM86B	3.68
SEPT1	2.45
TRNAU1AP	8.31
DCX	0.01
C12orf40	0.0
FAHD1	47.41
TDRP	7.63
MYLPF	1.23
F2	0.72
PRKRA	13.24
ZNRF2	14.36
RRH	0.08
SLC9A4	2.92
FGD6	1.2
GPR144	0.0
GPR139	0.0
PLD5	0.07
SPAG6	0.3
OAZ2	50.28
PNPLA1	0.51
ALX1	0.04
CCDC43	6.23
KCTD4	0.03
FZD2	1.45
TIGD2	1.97
CCDC129	0.0
EXOSC5	7.79
HCLS1	7.71
MTURN	22.31
ZNF609	5.2
CCDC66	5.57
MCFD2	21.44
HARBI1	1.03
DYNC1I2	34.6
SERTM1	0.02
GAS1	10.12
HMHA1	13.79
GLIPR1L2	1.66
FAM73A	2.75
NRIP1	1.93
APBB1IP	2.06
BHLHA15	0.18
RNF182	0.3
FUT7	0.15
MB21D2	0.71
GSX2	0.0
SSTR2	4.08
PCGF5	8.12
SLC47A2	74.6
YOD1	0.64
TMEM64	3.42
SHISA2	1.84
S1PR5	0.37
FAM76B	2.95
CLRN3	17.08
GPR157	2.09
CHST13	4.46
AGTR2	0.02
SLC36A4	4.13
ZDHHC20	1.97
OR51E1	0.08
ARSJ	1.85
SIRT6	13.6
BHLHE22	0.0
MAP6D1	0.55
GREM2	0.09
C11orf42	0.05
TYR	0.0
CAPS2	3.67
CUEDC1	26.1
SCRIB	27.06
KCTD2	13.91
D2HGDH	73.8
OXTR	0.18
CMTR2	1.99
FAM83H	9.83
GPR62	0.19
POLD3	10.09
ST20	4.93
OR52E4	0.0
MRPL14	27.24
GPR137C	0.3
ACTN2	0.4
BBS12	2.62
LSMEM1	1.13
NQO1	30.29
FKRP	9.93
TRAPPC5	107.39
CAPZB	101.43
RPH3AL	9.39
SLC25A42	54.95
FCRL6	0.33
SLC26A11	11.46
CHRM2	0.0
MAPK15	6.92
EHMT1	13.52
ADIPOQ	0.11
F2R	6.51
MUC16	0.0
PENK	0.0
C4orf50	0.04
ZNF746	4.09
POLR2A	24.44
NAALAD2	0.14
TMEM132C	0.53
SLC25A41	0.44
TMEM136	1.47
TMEM102	4.28
TMEM132E	6.27
NME9	1.32
HEPHL1	0.04
FAM211A	1.58
JADE1	17.39
OFCC1	0.33
CCDC108	0.26
OGFOD3	26.25
AATK	1.21
ZNF467	12.19
SLC25A43	5.0
SOX2	0.0
RAP2B	1.18
ZBTB2	2.19
ACBD4	26.05
SGSH	33.26
UBE2A	14.95
MAB21L2	0.02
FANCB	0.02
SETD2	10.79
TMIE	0.86
MEX3D	3.5
FGFR1	30.91
GPR135	0.35
P2RY13	0.0
TNFSF15	0.53
ATG9B	1.34
GPR88	0.21
PLAG1	0.31
YIPF6	8.14
ZBTB20	2.34
C3orf58	1.04
C5orf30	1.12
AMIGO1	4.04
TMEM252	64.52
ODF3L2	0.34
OR5AS1	0.0
SMC1B	0.0
SIAH2	8.4
OR6S1	0.0
SLC9A9	0.64
LSM10	31.47
RELL1	3.89
RFX7	0.99
SLC35C1	3.79
TTC22	14.94
FBLN1	13.67
TIGIT	0.02
SLC2A4	3.42
IBA57	3.62
CLDN7	87.38
C5orf24	5.23
ADO	2.36
OR4P4	0.0
ITGA8	2.91
PRKAG1	27.35
NEUROG1	0.0
CCDC149	3.41
RTKN2	0.21
CHST15	1.61
CST7	1.33
USH1G	0.14
MGAT4C	0.04
IDH2	348.05
TMEM259	138.21
TMEM30B	5.16
MAP2	0.66
DEXI	31.46
FAM89A	13.46
KCNIP1	4.7
TDRKH	3.1
IST1	62.82
ERCC6L2	2.7
ENPP7	12.93
CREB3L2	7.26
P2RY8	0.91
UNC5C	0.31
TSEN54	14.99
RGMA	1.73
UBA7	27.08
RAD51B	1.11
EXT1	12.87
MOB2	18.72
HHIPL1	0.2
BACE2	17.32
UBE2E2	20.17
SYNM	1.81
ARAF	51.8
KCNA4	0.09
NLRP10	0.0
FIGN	0.25
TMIGD1	1.18
MCCC1	28.42
GLTPD2	33.59
ZNF804B	0.1
LAMP3	0.29
KBTBD3	4.53
YBEY	12.65
NXPH4	0.77
FAP	0.0
OTOL1	0.0
KCNK4	0.13
TSHZ2	0.39
CAPN12	30.69
XKRX	0.04
LHFPL1	0.0
PHTF2	1.63
NEBL	8.3
FES	8.37
TBPL2	1.38
CAV3	0.0
LIMK2	26.8
MFSD5	9.92
ADI1	129.77
ACER3	3.21
CLEC4G	0.44
NXPH3	0.33
CSF1R	3.0
EPHB3	0.8
ACTL10	0.21
EPGN	0.0
UBE2K	41.0
HS3ST4	0.0
TRAK1	13.48
TSPAN10	1.47
PLCB1	1.11
SKA2	10.55
RXFP3	0.0
CCDC172	0.04
PIK3C3	10.56
NTM	0.24
TTC3	13.84
KCNB2	0.0
BRICD5	11.75
TSKU	18.64
RGS6	0.91
HOXB4	2.34
SLC35D3	0.0
PAQR7	29.58
PAPPA	10.39
MAFA	0.24
GRID1	0.08
C12orf5	1.11
CCDC87	0.06
C1orf116	1.35
DDX28	2.12
ACBD3	8.97
PLCXD3	0.9
VMO1	2.19
TULP3	10.38
LCK	0.76
GALNT9	7.54
RBM10	15.38
GPR97	0.93
TCHHL1	0.0
RGS7	0.26
SYNJ2	2.03
SLC25A18	1.47
C11orf54	84.28
CEP63	10.92
OTOP3	0.0
ODF3L1	0.26
GJC1	1.34
SOX1	0.02
CNOT10	8.5
MTA1	39.8
CADM1	5.24
PYCR1	1.9
LSMD1	110.62
PPP2R5C	39.65
SLC25A21	3.5
PCP4	70.4
ABAT	58.64
CAMK1D	0.87
RBFOX1	0.32
LYSMD4	3.15
WBP2NL	1.24
NKX2-5	0.0
AFMID	77.12
GAS6	80.46
FREM3	0.01
BEGAIN	0.78
FAM43B	0.51
CSMD1	0.13
CALHM3	0.0
PTGDR2	0.21
CEP57L1	3.33
FANCF	1.36
GABRR3	0.01
C2CD4C	1.06
EDN1	1.01
CTD-3193O13.9	2.41
DDX41	42.76
ABHD16B	5.23
CCDC60	0.07
CCBE1	1.86
MLLT10	4.25
ZNF623	1.5
CCDC125	4.29
C15orf60	0.0
BCOR	5.34
JRKL	1.59
C10orf107	0.29
OVCH2	0.95
SYNDIG1L	0.57
FHL3	3.62
PMCH	0.0
TMEM89	0.0
C19orf71	10.06
CCDC159	29.04
RIPK4	6.71
ADCYAP1R1	0.01
LRIT3	0.05
GRIN2A	0.15
URAD	0.07
ASB7	1.6
SH2D7	0.08
GPR132	1.34
FGF20	0.0
MEX3B	0.14
FAM46C	3.08
COA5	34.72
UTP11L	6.44
PSMG1	13.62
PRR14L	2.91
ACSM5	39.73
C10orf120	0.0
FOLR4	0.0
PCBP3	0.96
P2RY10	0.0
PGPEP1L	0.5
ZNRF3	6.64
FBXL7	1.4
GKN2	0.0
FAM167B	19.43
MRPL54	60.0
ITM2A	8.93
ZNF438	1.2
HMCES	24.83
CCR3	0.05
RP1L1	0.35
C11orf88	0.09
MARCH11	0.11
KLHL25	1.98
NRD1	51.62
FAM19A1	0.09
GPR1	0.11
FAM101B	5.91
EFHC2	0.44
NOG	0.19
OPCML	0.07
CMTM4	29.83
TMEM50A	40.66
NPBWR1	0.0
CBX6	14.5
MACC1	2.64
TBL3	20.16
PAPL	0.6
KREMEN1	10.42
TRAIP	0.41
CHEK2	1.72
FOXL2	0.0
KCTD16	0.05
B3GALT5	0.01
ZNF703	1.83
SLC35F3	0.24
TUBA8	1.53
EMILIN3	0.26
TNRC6C	2.2
OLFML1	1.01
CCR4	0.33
ANKRD45	0.63
MAATS1	3.32
CBFA2T2	4.1
FAM3B	11.92
IQGAP3	0.37
TOB2	16.71
SCN5A	0.02
ARSI	1.15
LRRC55	0.05
BRINP1	0.18
